Political Subdivision,Election Date,Election Name,Total Provisional Ballots,Total Provisional Ballots Counted,Precinct Number,Reg voters,Race Name,Candidate Name,Party Code,Early Votes,Election Votes
Burleson County,3/6/2018,Republican Primary,0,0,113,660,United States Senator  ,Geraldine Sam,REP,0,0
Burleson County,3/6/2018,Republican Primary,0,0,113,660,United States Senator  ,Mary Miller,REP,1,3
Burleson County,3/6/2018,Republican Primary,0,0,113,660,United States Senator  ,"Bruce Jacobson, Jr.",REP,2,1
Burleson County,3/6/2018,Republican Primary,0,0,113,660,United States Senator  ,Stefano de Stefano,REP,0,1
Burleson County,3/6/2018,Republican Primary,0,0,113,660,United States Senator  ,Ted Cruz,REP,35,46
Burleson County,3/6/2018,Republican Primary,0,0,113,660,"United States Representative, District No. 17  ",Bill Flores,REP,37,45
Burleson County,3/6/2018,Republican Primary,0,0,113,660,Governor  ,Barbara Krueger,REP,2,3
Burleson County,3/6/2018,Republican Primary,0,0,113,660,Governor  ,SECEDE Kilgore,REP,1,0
Burleson County,3/6/2018,Republican Primary,0,0,113,660,Governor  ,Greg Abbott,REP,37,47
Burleson County,3/6/2018,Republican Primary,0,0,113,660,Lieutenant Governor  ,Dan Patrick,REP,35,41
Burleson County,3/6/2018,Republican Primary,0,0,113,660,Lieutenant Governor  ,Scott Milder,REP,4,10
Burleson County,3/6/2018,Republican Primary,0,0,113,660,Attorney General  ,Ken Paxton,REP,36,47
Burleson County,3/6/2018,Republican Primary,0,0,113,660,Comptroller of Public Accounts  ,Glenn Hegar,REP,36,47
Burleson County,3/6/2018,Republican Primary,0,0,113,660,Commissioner of the General Land Office  ,Davey Edwards,REP,3,4
Burleson County,3/6/2018,Republican Primary,0,0,113,660,Commissioner of the General Land Office  ,Jerry Patterson,REP,13,13
Burleson County,3/6/2018,Republican Primary,0,0,113,660,Commissioner of the General Land Office  ,Rick Range,REP,0,4
Burleson County,3/6/2018,Republican Primary,0,0,113,660,Commissioner of the General Land Office  ,George P. Bush,REP,24,28
Burleson County,3/6/2018,Republican Primary,0,0,113,660,Commissioner of Agriculture  ,Trey Blocker,REP,6,10
Burleson County,3/6/2018,Republican Primary,0,0,113,660,Commissioner of Agriculture  ,Jim Hogan,REP,12,13
Burleson County,3/6/2018,Republican Primary,0,0,113,660,Commissioner of Agriculture  ,Sid Miller,REP,17,25
Burleson County,3/6/2018,Republican Primary,0,0,113,660,Railroad Commissioner  ,Christi Craddick,REP,31,36
Burleson County,3/6/2018,Republican Primary,0,0,113,660,Railroad Commissioner  ,Weston Martinez,REP,5,11
Burleson County,3/6/2018,Republican Primary,0,0,113,660,"Justice, Supreme Court, Place 2  ",Jimmy Blacklock,REP,34,44
Burleson County,3/6/2018,Republican Primary,0,0,113,660,"Justice, Supreme Court, Place 4  ",John Devine,REP,33,42
Burleson County,3/6/2018,Republican Primary,0,0,113,660,"Justice, Supreme Court, Place 6  ",Jeff Brown,REP,32,43
Burleson County,3/6/2018,Republican Primary,0,0,113,660,"Presiding Judge, Court of Criminal Appeals  ",Sharon Keller,REP,19,22
Burleson County,3/6/2018,Republican Primary,0,0,113,660,"Presiding Judge, Court of Criminal Appeals  ",David Bridges,REP,17,24
Burleson County,3/6/2018,Republican Primary,0,0,113,660,"Judge, Court of Criminal Appeals, Place 7  ",Barbara Parker Hervey,REP,33,44
Burleson County,3/6/2018,Republican Primary,0,0,113,660,"Judge, Court of Criminal Appeals, Place 8  ",Jay Brandon,REP,10,22
Burleson County,3/6/2018,Republican Primary,0,0,113,660,"Judge, Court of Criminal Appeals, Place 8  ",Dib Waldrip,REP,8,13
Burleson County,3/6/2018,Republican Primary,0,0,113,660,"Judge, Court of Criminal Appeals, Place 8  ",Michelle Slaughter,REP,17,12
Burleson County,3/6/2018,Republican Primary,0,0,113,660,"State Representative, District No. 13  ",Jill Wolfskill,REP,11,8
Burleson County,3/6/2018,Republican Primary,0,0,113,660,"State Representative, District No. 13  ",Marc S. Young,REP,1,1
Burleson County,3/6/2018,Republican Primary,0,0,113,660,"State Representative, District No. 13  ",Ben Leman,REP,23,26
Burleson County,3/6/2018,Republican Primary,0,0,113,660,"State Representative, District No. 13  ",Daniel McCarthy,REP,3,4
Burleson County,3/6/2018,Republican Primary,0,0,113,660,"State Representative, District No. 13  ",David K. Stall,REP,2,10
Burleson County,3/6/2018,Republican Primary,0,0,113,660,"Chief Justice, 10th Court of Appeals District  ",Tom Gray,REP,32,45
Burleson County,3/6/2018,Republican Primary,0,0,113,660,County Judge  ,Mike Sutherland,REP,34,45
Burleson County,3/6/2018,Republican Primary,0,0,113,660,District Clerk  ,Dana Fritsche,REP,35,44
Burleson County,3/6/2018,Republican Primary,0,0,113,660,County Clerk  ,Anna L. Schielack,REP,34,47
Burleson County,3/6/2018,Republican Primary,0,0,113,660,County Treasurer  ,Stephanie Jennings Smith,REP,34,46
Burleson County,3/6/2018,Republican Primary,0,0,113,660,"Justice of the Peace, Precinct No. 1  ",James N. Baldwin,REP,31,45
Burleson County,3/6/2018,Republican Primary,0,0,113,660,County Chairman  ,Cecil Ray Duke,REP,31,45
Burleson County,3/6/2018,Republican Primary,0,0,113,660,Proposition 1  ,YES,REP,26,37
Burleson County,3/6/2018,Republican Primary,0,0,113,660,Proposition 1  ,NO,REP,11,11
Burleson County,3/6/2018,Republican Primary,0,0,113,660,Proposition 2  ,YES,REP,40,47
Burleson County,3/6/2018,Republican Primary,0,0,113,660,Proposition 2  ,NO,REP,1,4
Burleson County,3/6/2018,Republican Primary,0,0,113,660,Proposition 3  ,YES,REP,37,43
Burleson County,3/6/2018,Republican Primary,0,0,113,660,Proposition 3  ,NO,REP,3,8
Burleson County,3/6/2018,Republican Primary,0,0,113,660,Proposition 4  ,YES,REP,39,47
Burleson County,3/6/2018,Republican Primary,0,0,113,660,Proposition 4  ,NO,REP,2,4
Burleson County,3/6/2018,Republican Primary,0,0,113,660,Proposition 5  ,YES,REP,34,42
Burleson County,3/6/2018,Republican Primary,0,0,113,660,Proposition 5  ,NO,REP,6,8
Burleson County,3/6/2018,Republican Primary,0,0,113,660,Proposition 6  ,YES,REP,39,49
Burleson County,3/6/2018,Republican Primary,0,0,113,660,Proposition 6  ,NO,REP,2,2
Burleson County,3/6/2018,Republican Primary,0,0,113,660,Proposition 7  ,YES,REP,28,32
Burleson County,3/6/2018,Republican Primary,0,0,113,660,Proposition 7  ,NO,REP,10,16
Burleson County,3/6/2018,Republican Primary,0,0,113,660,Proposition 8  ,YES,REP,40,46
Burleson County,3/6/2018,Republican Primary,0,0,113,660,Proposition 8  ,NO,REP,1,4
Burleson County,3/6/2018,Republican Primary,0,0,113,660,Proposition 9  ,YES,REP,39,45
Burleson County,3/6/2018,Republican Primary,0,0,113,660,Proposition 9  ,NO,REP,2,4
Burleson County,3/6/2018,Republican Primary,0,0,113,660,Proposition 10  ,YES,REP,39,50
Burleson County,3/6/2018,Republican Primary,0,0,113,660,Proposition 10  ,NO,REP,2,1
Burleson County,3/6/2018,Republican Primary,0,0,113,660,Proposition 11  ,YES,REP,33,45
Burleson County,3/6/2018,Republican Primary,0,0,113,660,Proposition 11  ,NO,REP,8,6
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,United States Senator  ,Geraldine Sam,REP,0,1
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,United States Senator  ,Mary Miller,REP,3,5
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,United States Senator ,"Bruce Jacobson, Jr.",REP,4,3
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,United States Senator  ,Stefano de Stefano,REP,1,1
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,United States Senator  ,Ted Cruz,REP,88,89
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,"United States Representative, District No. 17  ",Bill Flores,REP,85,96
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,Governor  ,Barbara Krueger,REP,10,5
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,Governor  ,SECEDE Kilgore,REP,1,0
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,Governor  ,Greg Abbott,REP,84,91
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,Lieutenant Governor  ,Dan Patrick,REP,73,71
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,Lieutenant Governor  ,Scott Milder,REP,25,29
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,Attorney General  ,Ken Paxton,REP,83,93
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,Comptroller of Public Accounts ,Glenn Hegar,REP,81,88
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,Commissioner of the General Land Office  ,Davey Edwards,REP,11,4
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,Commissioner of the General Land Office  ,Jerry Patterson,REP,24,23
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,Commissioner of the General Land Office  ,Rick Range,REP,6,6
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,Commissioner of the General Land Office  ,George P. Bush,REP,52,56
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,Commissioner of Agriculture  ,Trey Blocker,REP,18,26
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,Commissioner of Agriculture  ,Jim Hogan,REP,22,18
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,Commissioner of Agriculture  ,Sid Miller,REP,50,40
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,Railroad Commissioner  ,Christi Craddick,REP,75,66
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,Railroad Commissioner  ,Weston Martinez,REP,12,14
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,"Justice, Supreme Court, Place 2 ",Jimmy Blacklock,REP,77,84
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,"Justice, Supreme Court, Place 4 ",John Devine,REP,74,84
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,"Justice, Supreme Court, Place 6  ",Jeff Brown,REP,77,84
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,"Presiding Judge, Court of Criminal Appeals  ",Sharon Keller,REP,39,34
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,"Presiding Judge, Court of Criminal Appeals  ",David Bridges,REP,40,45
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,"Judge, Court of Criminal Appeals, Place 7  ",Barbara Parker Hervey,REP,73,78
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,"Judge, Court of Criminal Appeals, Place 8  ",Jay Brandon,REP,34,36
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,"Judge, Court of Criminal Appeals, Place 8  ",Dib Waldrip,REP,16,20
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,"Judge, Court of Criminal Appeals, Place 8  ",Michelle Slaughter,REP,31,18
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,"State Representative, District No. 13 ",Jill Wolfskill,REP,23,26
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,"State Representative, District No. 13  ",Marc S. Young,REP,4,5
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,"State Representative, District No. 13  ",Ben Leman,REP,44,47
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,"State Representative, District No. 13  ",Daniel McCarthy,REP,13,7
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,"State Representative, District No. 13  ",David K. Stall,REP,12,8
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,"Chief Justice, 10th Court of Appeals District  ",Tom Gray,REP,76,85
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,County Judge  ,Mike Sutherland,REP,79,84
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,District Clerk ,Dana Fritsche,REP,82,89
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,County Clerk  ,Anna L. Schielack,REP,81,89
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,County Treasurer  ,Stephanie Jennings Smith,REP,82,91
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,"Justice of the Peace, Precinct No. 1  ",James N. Baldwin,REP,80,90
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,County Chairman ,Cecil Ray Duke,REP,78,86
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,Proposition 1  ,YES,REP,57,65
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,Proposition 1  ,NO,REP,37,27
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,Proposition 2  ,YES,REP,84,92
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,Proposition 2  ,NO,REP,10,7
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,Proposition 3 ,YES,REP,81,88
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,Proposition 3  ,NO,REP,13,10
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,Proposition 4  ,YES,REP,86,92
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,Proposition 4  ,NO,REP,8,8
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,Proposition 5  ,YES,REP,71,79
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,Proposition 5  ,NO,REP,25,21
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,Proposition 6  ,YES,REP,93,96
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,Proposition 6  ,NO,REP,4,4
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,Proposition 7  ,YES,REP,73,73
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,Proposition 7 ,NO,REP,19,25
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,Proposition 8  ,YES,REP,93,98
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,Proposition 8  ,NO,REP,3,2
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,Proposition 9  ,YES,REP,88,89
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,Proposition 9 ,NO,REP,7,11
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,Proposition 10 ,YES,REP,88,95
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,Proposition 10  ,NO,REP,9,4
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,Proposition 11  ,YES,REP,83,91
Burleson County,3/6/2018,Republican Primary,0,0,114,1794,Proposition 11  ,NO,REP,11,10
Burleson County,3/6/2018,Republican Primary,0,0,203,402,United States Senator  ,Geraldine Sam,REP,0,1
Burleson County,3/6/2018,Republican Primary,0,0,203,402,United States Senator  ,Mary Miller,REP,0,0
Burleson County,3/6/2018,Republican Primary,0,0,203,402,United States Senator  ,"Bruce Jacobson, Jr.",REP,0,0
Burleson County,3/6/2018,Republican Primary,0,0,203,402,United States Senator  ,Stefano de Stefano,REP,0,0
Burleson County,3/6/2018,Republican Primary,0,0,203,402,United States Senator  ,Ted Cruz,REP,25,56
Burleson County,3/6/2018,Republican Primary,0,0,203,402,"United States Representative, District No. 17 ",Bill Flores,REP,25,52
Burleson County,3/6/2018,Republican Primary,0,0,203,402,Governor  ,Barbara Krueger,REP,0,1
Burleson County,3/6/2018,Republican Primary,0,0,203,402,Governor  ,SECEDE Kilgore,REP,0,1
Burleson County,3/6/2018,Republican Primary,0,0,203,402,Governor  ,Greg Abbott,REP,25,53
Burleson County,3/6/2018,Republican Primary,0,0,203,402,Lieutenant Governor  ,Dan Patrick,REP,23,46
Burleson County,3/6/2018,Republican Primary,0,0,203,402,Lieutenant Governor  ,Scott Milder,REP,2,9
Burleson County,3/6/2018,Republican Primary,0,0,203,402,Attorney General  ,Ken Paxton,REP,22,50
Burleson County,3/6/2018,Republican Primary,0,0,203,402,Comptroller of Public Accounts  ,Glenn Hegar,REP,22,50
Burleson County,3/6/2018,Republican Primary,0,0,203,402,Commissioner of the General Land Office  ,Davey Edwards,REP,0,3
Burleson County,3/6/2018,Republican Primary,0,0,203,402,Commissioner of the General Land Office  ,Jerry Patterson,REP,3,11
Burleson County,3/6/2018,Republican Primary,0,0,203,402,Commissioner of the General Land Office  ,Rick Range,REP,0,2
Burleson County,3/6/2018,Republican Primary,0,0,203,402,Commissioner of the General Land Office  ,George P. Bush,REP,19,34
Burleson County,3/6/2018,Republican Primary,0,0,203,402,Commissioner of Agriculture  ,Trey Blocker,REP,9,9
Burleson County,3/6/2018,Republican Primary,0,0,203,402,Commissioner of Agriculture  ,Jim Hogan,REP,5,11
Burleson County,3/6/2018,Republican Primary,0,0,203,402,Commissioner of Agriculture ,Sid Miller,REP,9,26
Burleson County,3/6/2018,Republican Primary,0,0,203,402,Railroad Commissioner  ,Christi Craddick,REP,19,34
Burleson County,3/6/2018,Republican Primary,0,0,203,402,Railroad Commissioner  ,Weston Martinez,REP,4,7
Burleson County,3/6/2018,Republican Primary,0,0,203,402,"Justice, Supreme Court, Place 2  ",Jimmy Blacklock,REP,22,41
Burleson County,3/6/2018,Republican Primary,0,0,203,402,"Justice, Supreme Court, Place 4  ",John Devine,REP,22,39
Burleson County,3/6/2018,Republican Primary,0,0,203,402,"Justice, Supreme Court, Place 6  ",Jeff Brown,REP,21,40
Burleson County,3/6/2018,Republican Primary,0,0,203,402,"Presiding Judge, Court of Criminal Appeals  ",Sharon Keller,REP,12,25
Burleson County,3/6/2018,Republican Primary,0,0,203,402,"Presiding Judge, Court of Criminal Appeals  ",David Bridges,REP,9,14
Burleson County,3/6/2018,Republican Primary,0,0,203,402,"Judge, Court of Criminal Appeals, Place 7  ",Barbara Parker Hervey,REP,21,39
Burleson County,3/6/2018,Republican Primary,0,0,203,402,"Judge, Court of Criminal Appeals, Place 8 ",Jay Brandon,REP,5,14
Burleson County,3/6/2018,Republican Primary,0,0,203,402,"Judge, Court of Criminal Appeals, Place 8  ",Dib Waldrip,REP,8,6
Burleson County,3/6/2018,Republican Primary,0,0,203,402,"Judge, Court of Criminal Appeals, Place 8  ",Michelle Slaughter,REP,9,16
Burleson County,3/6/2018,Republican Primary,0,0,203,402,"State Representative, District No. 13 ",Jill Wolfskill,REP,4,21
Burleson County,3/6/2018,Republican Primary,0,0,203,402,"State Representative, District No. 13  ",Marc S. Young,REP,1,2
Burleson County,3/6/2018,Republican Primary,0,0,203,402,"State Representative, District No. 13  ",Ben Leman,REP,15,20
Burleson County,3/6/2018,Republican Primary,0,0,203,402,"State Representative, District No. 13 ",Daniel McCarthy,REP,2,4
Burleson County,3/6/2018,Republican Primary,0,0,203,402,"State Representative, District No. 13  ",David K. Stall,REP,0,2
Burleson County,3/6/2018,Republican Primary,0,0,203,402,"Chief Justice, 10th Court of Appeals District ",Tom Gray,REP,18,41
Burleson County,3/6/2018,Republican Primary,0,0,203,402,County Judge  ,Mike Sutherland,REP,23,53
Burleson County,3/6/2018,Republican Primary,0,0,203,402,District Clerk  ,Dana Fritsche,REP,23,49
Burleson County,3/6/2018,Republican Primary,0,0,203,402,County Clerk  ,Anna L. Schielack,REP,23,49
Burleson County,3/6/2018,Republican Primary,0,0,203,402,County Treasurer  ,Stephanie Jennings Smith,REP,22,43
Burleson County,3/6/2018,Republican Primary,0,0,203,402,"County Commissioner, Precinct No. 2 ",Keith Schroeder,REP,13,25
Burleson County,3/6/2018,Republican Primary,0,0,203,402,"County Commissioner, Precinct No. 2 ",Vincent Svec Jr.,REP,12,27
Burleson County,3/6/2018,Republican Primary,0,0,203,402,"Justice of the Peace, Precinct No. 2  ",William J. (Bill) Orsak,REP,22,49
Burleson County,3/6/2018,Republican Primary,0,0,203,402,County Chairman  ,Cecil Ray Duke,REP,21,44
Burleson County,3/6/2018,Republican Primary,0,0,203,402,Proposition 1 ,YES,REP,17,37
Burleson County,3/6/2018,Republican Primary,0,0,203,402,Proposition 1  ,NO,REP,5,12
Burleson County,3/6/2018,Republican Primary,0,0,203,402,Proposition 2  ,YES,REP,21,51
Burleson County,3/6/2018,Republican Primary,0,0,203,402,Proposition 2  ,NO,REP,2,4
Burleson County,3/6/2018,Republican Primary,0,0,203,402,Proposition 3  ,YES,REP,21,49
Burleson County,3/6/2018,Republican Primary,0,0,203,402,Proposition 3 ,NO,REP,0,5
Burleson County,3/6/2018,Republican Primary,0,0,203,402,Proposition 4  ,YES,REP,21,51
Burleson County,3/6/2018,Republican Primary,0,0,203,402,Proposition 4  ,NO,REP,2,5
Burleson County,3/6/2018,Republican Primary,0,0,203,402,Proposition 5 ,YES,REP,21,46
Burleson County,3/6/2018,Republican Primary,0,0,203,402,Proposition 5  ,NO,REP,2,8
Burleson County,3/6/2018,Republican Primary,0,0,203,402,Proposition 6  ,YES,REP,24,52
Burleson County,3/6/2018,Republican Primary,0,0,203,402,Proposition 6  ,NO,REP,0,4
Burleson County,3/6/2018,Republican Primary,0,0,203,402,Proposition 7  ,YES,REP,18,41
Burleson County,3/6/2018,Republican Primary,0,0,203,402,Proposition 7  ,NO,REP,5,14
Burleson County,3/6/2018,Republican Primary,0,0,203,402,Proposition 8 ,YES,REP,24,54
Burleson County,3/6/2018,Republican Primary,0,0,203,402,Proposition 8  ,NO,REP,0,3
Burleson County,3/6/2018,Republican Primary,0,0,203,402,Proposition 9  ,YES,REP,24,56
Burleson County,3/6/2018,Republican Primary,0,0,203,402,Proposition 9  ,NO,REP,0,1
Burleson County,3/6/2018,Republican Primary,0,0,203,402,Proposition 10  ,YES,REP,24,50
Burleson County,3/6/2018,Republican Primary,0,0,203,402,Proposition 10  ,NO,REP,0,4
Burleson County,3/6/2018,Republican Primary,0,0,203,402,Proposition 11  ,YES,REP,19,50
Burleson County,3/6/2018,Republican Primary,0,0,203,402,Proposition 11  ,NO,REP,5,7
Burleson County,3/6/2018,Republican Primary,0,0,204,660,United States Senator ,Geraldine Sam,REP,1,2
Burleson County,3/6/2018,Republican Primary,0,0,204,660,United States Senator ,Mary Miller,REP,3,1
Burleson County,3/6/2018,Republican Primary,0,0,204,660,United States Senator  ,"Bruce Jacobson, Jr.",REP,1,3
Burleson County,3/6/2018,Republican Primary,0,0,204,660,United States Senator  ,Stefano de Stefano,REP,0,1
Burleson County,3/6/2018,Republican Primary,0,0,204,660,United States Senator  ,Ted Cruz,REP,53,72
Burleson County,3/6/2018,Republican Primary,0,0,204,660,"United States Representative, District No. 17  ",Bill Flores,REP,54,73
Burleson County,3/6/2018,Republican Primary,0,0,204,660,Governor  ,Barbara Krueger,REP,5,6
Burleson County,3/6/2018,Republican Primary,0,0,204,660,Governor  ,SECEDE Kilgore,REP,0,0
Burleson County,3/6/2018,Republican Primary,0,0,204,660,Governor  ,Greg Abbott,REP,53,74
Burleson County,3/6/2018,Republican Primary,0,0,204,660,Lieutenant Governor ,Dan Patrick,REP,43,55
Burleson County,3/6/2018,Republican Primary,0,0,204,660,Lieutenant Governor  ,Scott Milder,REP,18,23
Burleson County,3/6/2018,Republican Primary,0,0,204,660,Attorney General  ,Ken Paxton,REP,52,70
Burleson County,3/6/2018,Republican Primary,0,0,204,660,Comptroller of Public Accounts  ,Glenn Hegar,REP,52,72
Burleson County,3/6/2018,Republican Primary,0,0,204,660,Commissioner of the General Land Office  ,Davey Edwards,REP,2,7
Burleson County,3/6/2018,Republican Primary,0,0,204,660,Commissioner of the General Land Office  ,Jerry Patterson,REP,16,19
