tbContestName,Textbox106,NumberReporting,NumberTotal,PercentageReporting,Textbox99,Textbox104,Textbox105,Textbox25,Textbox29,Textbox33,ChoiceName,ChoicePartyNames,ID1__Votes,ID1__VotesP,ID2__Votes,ID2__VotesP,ID3__Votes,ID3__VotesP,Textbox46,Textbox54,Textbox31,Textbox32,Textbox34,Textbox35,Textbox36,Textbox38,Textbox47,Textbox55,Textbox3,Textbox5,Textbox7,Textbox13,Textbox17,Textbox19,Textbox22,Textbox49,Textbox50,Textbox56,Textbox87,Textbox93,Textbox53,Textbox57,Textbox59,Textbox61,Textbox67,Textbox69,Textbox71,Textbox73,Textbox75,Textbox81
"City of Kyle, Charter Amendment, Proposition E - Council-Initiated Non-Binding Ballot Propositions - Vote yes or no.",Precincts,18,18,100.00%,"17,903","26,112",68.56%,Absentee Voting,Early Voting,Election Day Voting,No,,390,29.32%,"3,611",30.02%,509,31.81%,"4,510",30.15%,"1,330",100.00%,"12,028",100.00%,"1,600",100.00%,"14,958",100.00%,118,"2,421",386,"2,925",0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
"City of Kyle, Charter Amendment, Proposition F - Police Department Oversight - Vote yes or no.",Precincts,18,18,100.00%,"17,903","26,112",68.56%,Absentee Voting,Early Voting,Election Day Voting,Yes,,"1,093",81.20%,"9,694",76.38%,"1,301",77.72%,"12,088",76.94%,"1,346",100.00%,"12,691",100.00%,"1,674",100.00%,"15,711",100.00%,102,"1,758",312,"2,172",0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
"City of Kyle, Charter Amendment, Proposition F - Police Department Oversight - Vote yes or no.",Precincts,18,18,100.00%,"17,903","26,112",68.56%,Absentee Voting,Early Voting,Election Day Voting,No,,253,18.80%,"2,997",23.62%,373,22.28%,"3,623",23.06%,"1,346",100.00%,"12,691",100.00%,"1,674",100.00%,"15,711",100.00%,102,"1,758",312,"2,172",0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
"City of Kyle, Charter Amendment, Proposition G - Non-Substantive - Vote yes or no.",Precincts,18,18,100.00%,"17,903","26,112",68.56%,Absentee Voting,Early Voting,Election Day Voting,Yes,,916,69.82%,"7,979",65.85%,998,62.41%,"9,893",65.83%,"1,312",100.00%,"12,117",100.00%,"1,599",100.00%,"15,028",100.00%,136,"2,332",387,"2,855",0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
"City of Kyle, Charter Amendment, Proposition G - Non-Substantive - Vote yes or no.",Precincts,18,18,100.00%,"17,903","26,112",68.56%,Absentee Voting,Early Voting,Election Day Voting,No,,396,30.18%,"4,138",34.15%,601,37.59%,"5,135",34.17%,"1,312",100.00%,"12,117",100.00%,"1,599",100.00%,"15,028",100.00%,136,"2,332",387,"2,855",0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
"City of Mountain City, Mayor - Vote for none or one.",Precincts,1,1,100.00%,444,537,82.68%,Absentee Voting,Early Voting,Election Day Voting,"Ralph McClendon, Jr.",,60,100.00%,313,100.00%,18,100.00%,391,100.00%,60,100.00%,313,100.00%,18,100.00%,391,100.00%,15,37,1,53,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
"City of Mountain City, Alderman - Vote for none, one, or two.",Precincts,1,1,100.00%,444,537,82.68%,Absentee Voting,Early Voting,Election Day Voting,Cyndie Holmes,,32,38.55%,161,39.17%,8,38.10%,201,39.03%,83,100.00%,411,100.00%,21,100.00%,515,100.00%,67,289,17,373,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
"City of Mountain City, Alderman - Vote for none, one, or two.",Precincts,1,1,100.00%,444,537,82.68%,Absentee Voting,Early Voting,Election Day Voting,Laura Joy,,32,38.55%,143,34.79%,5,23.81%,180,34.95%,83,100.00%,411,100.00%,21,100.00%,515,100.00%,67,289,17,373,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
"City of Mountain City, Alderman - Vote for none, one, or two.",Precincts,1,1,100.00%,444,537,82.68%,Absentee Voting,Early Voting,Election Day Voting,Eric Miller,,19,22.89%,107,26.03%,8,38.10%,134,26.02%,83,100.00%,411,100.00%,21,100.00%,515,100.00%,67,289,17,373,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
"City of San Marcos, Mayor - Vote for none or one.",Precincts,25,25,100.00%,"25,221","42,124",59.87%,Absentee Voting,Early Voting,Election Day Voting,Michael Sean Hathaway II,,102,5.01%,"1,475",9.65%,318,11.89%,"1,895",9.48%,"2,037",100.00%,"15,284",100.00%,"2,675",100.00%,"19,996",100.00%,294,"4,154",750,"5,198",1,0,0,1,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
"City of San Marcos, Mayor - Vote for none or one.",Precincts,25,25,100.00%,"25,221","42,124",59.87%,Absentee Voting,Early Voting,Election Day Voting,Randy Dethrow,,55,2.70%,659,4.31%,137,5.12%,851,4.26%,"2,037",100.00%,"15,284",100.00%,"2,675",100.00%,"19,996",100.00%,294,"4,154",750,"5,198",1,0,0,1,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
"City of San Marcos, Mayor - Vote for none or one.",Precincts,25,25,100.00%,"25,221","42,124",59.87%,Absentee Voting,Early Voting,Election Day Voting,Jane Garnette Hughson,,"1,327",65.14%,"6,722",43.98%,897,33.53%,"8,946",44.74%,"2,037",100.00%,"15,284",100.00%,"2,675",100.00%,"19,996",100.00%,294,"4,154",750,"5,198",1,0,0,1,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
"City of San Marcos, Mayor - Vote for none or one.",Precincts,25,25,100.00%,"25,221","42,124",59.87%,Absentee Voting,Early Voting,Election Day Voting,J.M. Harris,,86,4.22%,"1,395",9.13%,283,10.58%,"1,764",8.82%,"2,037",100.00%,"15,284",100.00%,"2,675",100.00%,"19,996",100.00%,294,"4,154",750,"5,198",1,0,0,1,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
"City of San Marcos, Mayor - Vote for none or one.",Precincts,25,25,100.00%,"25,221","42,124",59.87%,Absentee Voting,Early Voting,Election Day Voting,Juan Miguel Arredondo,,467,22.93%,"5,033",32.93%,"1,040",38.88%,"6,540",32.71%,"2,037",100.00%,"15,284",100.00%,"2,675",100.00%,"19,996",100.00%,294,"4,154",750,"5,198",1,0,0,1,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
"City of San Marcos, City Council, Place 3 - Vote for none or one.",Precincts,25,25,100.00%,"25,221","42,124",59.87%,Absentee Voting,Early Voting,Election Day Voting,Alyssa C. Garza,,975,49.85%,"10,864",73.24%,"2,015",77.08%,"13,854",71.40%,"1,956",100.00%,"14,833",100.00%,"2,614",100.00%,"19,403",100.00%,374,"4,605",811,"5,790",0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
"City of San Marcos, City Council, Place 3 - Vote for none or one.",Precincts,25,25,100.00%,"25,221","42,124",59.87%,Absentee Voting,Early Voting,Election Day Voting,Ed Mihalkanin,,981,50.15%,"3,969",26.76%,599,22.92%,"5,549",28.60%,"1,956",100.00%,"14,833",100.00%,"2,614",100.00%,"19,403",100.00%,374,"4,605",811,"5,790",0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
"City of San Marcos, City Council, Place 4 - Vote for none or one.",Precincts,25,25,100.00%,"25,221","42,124",59.87%,Absentee Voting,Early Voting,Election Day Voting,Shane Scott,,983,51.41%,"7,791",54.96%,"1,476",59.06%,"10,250",55.15%,"1,912",100.00%,"14,175",100.00%,"2,499",100.00%,"18,586",100.00%,418,"5,263",926,"6,607",0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
"City of San Marcos, City Council, Place 4 - Vote for none or one.",Precincts,25,25,100.00%,"25,221","42,124",59.87%,Absentee Voting,Early Voting,Election Day Voting,Mark Rockeymoore,,929,48.59%,"6,384",45.04%,"1,023",40.94%,"8,336",44.85%,"1,912",100.00%,"14,175",100.00%,"2,499",100.00%,"18,586",100.00%,418,"5,263",926,"6,607",0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
"City of San Marcos, City Council, Place 5, Unexpired Term - Vote for none or one.",Precincts,25,25,100.00%,"25,221","42,124",59.87%,Absentee Voting,Early Voting,Election Day Voting,Omar Baca,,476,25.09%,"4,952",34.14%,754,29.35%,"6,182",32.58%,"1,897",100.00%,"14,506",100.00%,"2,569",100.00%,"18,972",100.00%,432,"4,932",856,"6,220",1,0,0,1,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
"City of San Marcos, City Council, Place 5, Unexpired Term - Vote for none or one.",Precincts,25,25,100.00%,"25,221","42,124",59.87%,Absentee Voting,Early Voting,Election Day Voting,Zach Sambrano,,521,27.46%,"4,621",31.86%,940,36.59%,"6,082",32.06%,"1,897",100.00%,"14,506",100.00%,"2,569",100.00%,"18,972",100.00%,432,"4,932",856,"6,220",1,0,0,1,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
"City of San Marcos, City Council, Place 5, Unexpired Term - Vote for none or one.",Precincts,25,25,100.00%,"25,221","42,124",59.87%,Absentee Voting,Early Voting,Election Day Voting,Mark Gleason,,900,47.44%,"4,933",34.01%,875,34.06%,"6,708",35.36%,"1,897",100.00%,"14,506",100.00%,"2,569",100.00%,"18,972",100.00%,432,"4,932",856,"6,220",1,0,0,1,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
"City of Woodcreek, City Council, at-Large - Vote for none, one, two, or three.",Precincts,3,3,100.00%,"1,258","1,531",82.17%,Absentee Voting,Early Voting,Election Day Voting,Aurora F. LeBrun,,135,25.38%,273,18.41%,20,15.75%,428,19.98%,532,100.00%,"1,483",100.00%,127,100.00%,"2,142",100.00%,347,"1,148",137,"1,632",0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
"City of Woodcreek, City Council, at-Large - Vote for none, one, two, or three.",Precincts,3,3,100.00%,"1,258","1,531",82.17%,Absentee Voting,Early Voting,Election Day Voting,Jeff Rasco,,134,25.19%,335,22.59%,34,26.77%,503,23.48%,532,100.00%,"1,483",100.00%,127,100.00%,"2,142",100.00%,347,"1,148",137,"1,632",0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
"City of Woodcreek, City Council, at-Large - Vote for none, one, two, or three.",Precincts,3,3,100.00%,"1,258","1,531",82.17%,Absentee Voting,Early Voting,Election Day Voting,Vicki Alvord,,84,15.79%,284,19.15%,25,19.69%,393,18.35%,532,100.00%,"1,483",100.00%,127,100.00%,"2,142",100.00%,347,"1,148",137,"1,632",0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
"City of Woodcreek, City Council, at-Large - Vote for none, one, two, or three.",Precincts,3,3,100.00%,"1,258","1,531",82.17%,Absentee Voting,Early Voting,Election Day Voting,Nancye Britner,,91,17.11%,291,19.62%,22,17.32%,404,18.86%,532,100.00%,"1,483",100.00%,127,100.00%,"2,142",100.00%,347,"1,148",137,"1,632",0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
"City of Woodcreek, City Council, at-Large - Vote for none, one, two, or three.",Precincts,3,3,100.00%,"1,258","1,531",82.17%,Absentee Voting,Early Voting,Election Day Voting,Judy Brizendine,,88,16.54%,300,20.23%,26,20.47%,414,19.33%,532,100.00%,"1,483",100.00%,127,100.00%,"2,142",100.00%,347,"1,148",137,"1,632",0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
"City of Woodcreek, City Council, at-Large, Unexpired Term - Vote for none or one.",Precincts,3,3,100.00%,"1,258","1,531",82.17%,Absentee Voting,Early Voting,Election Day Voting,Bob Hambrick,,117,50.65%,403,57.99%,41,61.19%,561,56.50%,231,100.00%,695,100.00%,67,100.00%,993,100.00%,62,182,21,265,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
"City of Woodcreek, City Council, at-Large, Unexpired Term - Vote for none or one.",Precincts,3,3,100.00%,"1,258","1,531",82.17%,Absentee Voting,Early Voting,Election Day Voting,Chrys Grummert,,114,49.35%,292,42.01%,26,38.81%,432,43.50%,231,100.00%,695,100.00%,67,100.00%,993,100.00%,62,182,21,265,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
"School Board Member at-Large, DSISD - Vote for none, one, or two.",Precincts,13,13,100.00%,"22,898","27,942",81.95%,Absentee Voting,Early Voting,Election Day Voting,Ron Jones,,732,24.96%,"5,219",27.12%,408,26.15%,"6,359",26.79%,"2,933",100.00%,"19,242",100.00%,"1,560",100.00%,"23,735",100.00%,"3,027","17,410","1,616","22,053",4,0,0,4,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
"School Board Member at-Large, DSISD - Vote for none, one, or two.",Precincts,13,13,100.00%,"22,898","27,942",81.95%,Absentee Voting,Early Voting,Election Day Voting,Barbara Stroud,,933,31.81%,"5,147",26.75%,365,23.40%,"6,445",27.15%,"2,933",100.00%,"19,242",100.00%,"1,560",100.00%,"23,735",100.00%,"3,027","17,410","1,616","22,053",4,0,0,4,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
"School Board Member at-Large, DSISD - Vote for none, one, or two.",Precincts,13,13,100.00%,"22,898","27,942",81.95%,Absentee Voting,Early Voting,Election Day Voting,Lori Broughton,,736,25.09%,"4,882",25.37%,417,26.73%,"6,035",25.43%,"2,933",100.00%,"19,242",100.00%,"1,560",100.00%,"23,735",100.00%,"3,027","17,410","1,616","22,053",4,0,0,4,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
"School Board Member at-Large, DSISD - Vote for none, one, or two.",Precincts,13,13,100.00%,"22,898","27,942",81.95%,Absentee Voting,Early Voting,Election Day Voting,Stephanie Holtzendorf,,532,18.14%,"3,994",20.76%,370,23.72%,"4,896",20.63%,"2,933",100.00%,"19,242",100.00%,"1,560",100.00%,"23,735",100.00%,"3,027","17,410","1,616","22,053",4,0,0,4,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
"JCISD Board of Trustees, Place 6 - Vote for none or one.",Precincts,3,3,100.00%,427,514,83.07%,Absentee Voting,Early Voting,Election Day Voting,Sarah Allen,,41,100.00%,222,100.00%,27,100.00%,290,100.00%,41,100.00%,222,100.00%,27,100.00%,290,100.00%,29,98,10,137,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
"JCISD Board of Trustees, Place 7 - Vote for none or one.",Precincts,3,3,100.00%,427,514,83.07%,Absentee Voting,Early Voting,Election Day Voting,Cristol Carbary Corpus,,29,72.50%,103,54.21%,12,54.55%,144,57.14%,40,100.00%,190,100.00%,22,100.00%,252,100.00%,30,130,15,175,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
"JCISD Board of Trustees, Place 7 - Vote for none or one.",Precincts,3,3,100.00%,427,514,83.07%,Absentee Voting,Early Voting,Election Day Voting,Carlette R. Lewis,,11,27.50%,87,45.79%,10,45.45%,108,42.86%,40,100.00%,190,100.00%,22,100.00%,252,100.00%,30,130,15,175,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
"SMCISD, District 1 - Vote for none or one.",Precincts,4,4,100.00%,"4,381","6,836",64.09%,Absentee Voting,Early Voting,Election Day Voting,"James Bryant, Jr.",,232,52.73%,972,38.21%,172,39.63%,"1,376",40.26%,440,100.00%,"2,544",100.00%,434,100.00%,"3,418",100.00%,117,697,136,950,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
"SMCISD, District 1 - Vote for none or one.",Precincts,4,4,100.00%,"4,381","6,836",64.09%,Absentee Voting,Early Voting,Election Day Voting,Juan Miguel Arredondo,,208,47.27%,"1,572",61.79%,262,60.37%,"2,042",59.74%,440,100.00%,"2,544",100.00%,434,100.00%,"3,418",100.00%,117,697,136,950,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
"SMCISD, District 3 - Vote for none or one.",Precincts,15,15,100.00%,"5,875","10,234",57.41%,Absentee Voting,Early Voting,Election Day Voting,Mayra Mejia,,261,50.19%,"1,965",62.24%,363,57.26%,"2,589",60.06%,520,100.00%,"3,157",100.00%,634,100.00%,"4,311",100.00%,155,"1,157",236,"1,548",0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
"SMCISD, District 3 - Vote for none or one.",Precincts,15,15,100.00%,"5,875","10,234",57.41%,Absentee Voting,Early Voting,Election Day Voting,Nicholas Costilla,,259,49.81%,"1,192",37.76%,271,42.74%,"1,722",39.94%,520,100.00%,"3,157",100.00%,634,100.00%,"4,311",100.00%,155,"1,157",236,"1,548",0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
"WISD, Place 6 - Vote for none or one.",Precincts,6,6,100.00%,"10,406","12,910",80.60%,Absentee Voting,Early Voting,Election Day Voting,Gretchen Holtsinger,,779,66.41%,"2,730",45.38%,225,45.09%,"3,734",48.57%,"1,173",100.00%,"6,016",100.00%,499,100.00%,"7,688",100.00%,541,"1,982",183,"2,706",0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
"WISD, Place 6 - Vote for none or one.",Precincts,6,6,100.00%,"10,406","12,910",80.60%,Absentee Voting,Early Voting,Election Day Voting,Lexi Jones,,394,33.59%,"3,286",54.62%,274,54.91%,"3,954",51.43%,"1,173",100.00%,"6,016",100.00%,499,100.00%,"7,688",100.00%,541,"1,982",183,"2,706",0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
"WISD, Place 7 - Vote for none or one.",Precincts,6,6,100.00%,"10,406","12,910",80.60%,Absentee Voting,Early Voting,Election Day Voting,Ken Strange,,920,100.00%,"5,800",100.00%,504,100.00%,"7,224",100.00%,920,100.00%,"5,800",100.00%,504,100.00%,"7,224",100.00%,789,"2,198",178,"3,165",0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
"Barton Springs Edwards Aquifer Board of Directors, Director - Precinct 4 - Vote for none or one.",Precincts,3,3,100.00%,"1,846","2,139",86.30%,Absentee Voting,Early Voting,Election Day Voting,Christy Williams,,68,79.07%,859,78.52%,88,72.73%,"1,015",78.02%,86,100.00%,"1,094",100.00%,121,100.00%,"1,301",100.00%,38,463,44,545,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
"Barton Springs Edwards Aquifer Board of Directors, Director - Precinct 4 - Vote for none or one.",Precincts,3,3,100.00%,"1,846","2,139",86.30%,Absentee Voting,Early Voting,Election Day Voting,Bob Larsen,,18,20.93%,235,21.48%,33,27.27%,286,21.98%,86,100.00%,"1,094",100.00%,121,100.00%,"1,301",100.00%,38,463,44,545,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
"Directors, HCWCID No. 2 - Vote for none, one, two, or three.",Precincts,2,2,100.00%,"1,739","2,036",85.41%,Absentee Voting,Early Voting,Election Day Voting,Royce Wachsmann,,48,25.95%,301,19.36%,34,22.52%,383,20.25%,185,100.00%,"1,555",100.00%,151,100.00%,"1,891",100.00%,322,"2,732",260,"3,314",0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
"Directors, HCWCID No. 2 - Vote for none, one, two, or three.",Precincts,2,2,100.00%,"1,739","2,036",85.41%,Absentee Voting,Early Voting,Election Day Voting,Sean McGillicuddy,,42,22.70%,453,29.13%,46,30.46%,541,28.61%,185,100.00%,"1,555",100.00%,151,100.00%,"1,891",100.00%,322,"2,732",260,"3,314",0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
"Directors, HCWCID No. 2 - Vote for none, one, two, or three.",Precincts,2,2,100.00%,"1,739","2,036",85.41%,Absentee Voting,Early Voting,Election Day Voting,Carroll Kelly,,53,28.65%,464,29.84%,40,26.49%,557,29.46%,185,100.00%,"1,555",100.00%,151,100.00%,"1,891",100.00%,322,"2,732",260,"3,314",0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
"Directors, HCWCID No. 2 - Vote for none, one, two, or three.",Precincts,2,2,100.00%,"1,739","2,036",85.41%,Absentee Voting,Early Voting,Election Day Voting,Lynn J. Lee,,42,22.70%,337,21.67%,31,20.53%,410,21.68%,185,100.00%,"1,555",100.00%,151,100.00%,"1,891",100.00%,322,"2,732",260,"3,314",0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
HTGCD Board Director for Single Member District #2 - Vote for none or one.,Precincts,7,7,100.00%,"6,560","8,007",81.93%,Absentee Voting,Early Voting,Election Day Voting,James Shelton,,199,49.87%,"1,610",57.98%,133,66.17%,"1,942",57.51%,399,100.00%,"2,777",100.00%,201,100.00%,"3,377",100.00%,489,"2,525",169,"3,183",0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
HTGCD Board Director for Single Member District #2 - Vote for none or one.,Precincts,7,7,100.00%,"6,560","8,007",81.93%,Absentee Voting,Early Voting,Election Day Voting,Jeff Shaw,,200,50.13%,"1,167",42.02%,68,33.83%,"1,435",42.49%,399,100.00%,"2,777",100.00%,201,100.00%,"3,377",100.00%,489,"2,525",169,"3,183",0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
HTGCD Board Director for Single Member District #4 - Vote for none or one.,Precincts,5,5,100.00%,"6,436","7,987",80.58%,Absentee Voting,Early Voting,Election Day Voting,Mark Key,,177,26.70%,"1,580",48.02%,169,56.71%,"1,926",45.31%,663,100.00%,"3,290",100.00%,298,100.00%,"4,251",100.00%,354,"1,640",159,"2,153",0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
HTGCD Board Director for Single Member District #4 - Vote for none or one.,Precincts,5,5,100.00%,"6,436","7,987",80.58%,Absentee Voting,Early Voting,Election Day Voting,Linda Kaye Rogers,,486,73.30%,"1,710",51.98%,129,43.29%,"2,325",54.69%,663,100.00%,"3,290",100.00%,298,100.00%,"4,251",100.00%,354,"1,640",159,"2,153",0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
"Maxwell Utility District, Directors - Vote for none, one, two, or three.",Precincts,7,7,100.00%,673,"1,151",58.47%,Absentee Voting,Early Voting,Election Day Voting,Janie Sanchez,,26,41.27%,228,40.93%,50,49.02%,304,42.11%,63,100.00%,557,100.00%,102,100.00%,722,100.00%,153,922,213,"1,288",0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
"Maxwell Utility District, Directors - Vote for none, one, two, or three.",Precincts,7,7,100.00%,673,"1,151",58.47%,Absentee Voting,Early Voting,Election Day Voting,Mabel Vaughn,,18,28.57%,135,24.24%,20,19.61%,173,23.96%,63,100.00%,557,100.00%,102,100.00%,722,100.00%,153,922,213,"1,288",0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
"Maxwell Utility District, Directors - Vote for none, one, two, or three.",Precincts,7,7,100.00%,673,"1,151",58.47%,Absentee Voting,Early Voting,Election Day Voting,Doug Spillman,,7,11.11%,84,15.08%,17,16.67%,108,14.96%,63,100.00%,557,100.00%,102,100.00%,722,100.00%,153,922,213,"1,288",0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
"Maxwell Utility District, Directors - Vote for none, one, two, or three.",Precincts,7,7,100.00%,673,"1,151",58.47%,Absentee Voting,Early Voting,Election Day Voting,Carol Thorton,,12,19.05%,110,19.75%,15,14.71%,137,18.98%,63,100.00%,557,100.00%,102,100.00%,722,100.00%,153,922,213,"1,288",0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0

