COUNTY NUMBER,PRECINCT CODE,PRECINCT NAME,REGISTERED VOTERS TOTAL,BALLOTS CAST - Republican,BALLOTS CAST BLANK,"REP District Judge, 401st Judicial District","REP District Judge, 401st Judicial District","REP District Judge, 401st Judicial District","REP District Judge, 401st Judicial District",
,,,,REP,,REP,REP,REP,REP,
,,,VOTERS,BALLOTS CAST,BALLOTS CAST,George Flint,Sarah Fox,OVER VOTES,UNDER VOTES,
043,0001,001,2582,44,0,24,20,0,0,
043,0001,001,2582,26,0,18,8,0,0,
043,0001,001,2582,4,0,3,1,0,0,
043,0001,001,2582,0,0,0,0,0,0,
043,0001,001,2582,0,0,0,0,0,0,
043,0002,002,4195,42,0,25,17,0,0,
043,0002,002,4195,45,0,35,10,0,0,
043,0002,002,4195,5,1,1,3,0,1,
043,0002,002,4195,0,0,0,0,0,0,
043,0002,002,4195,0,0,0,0,0,0,
043,0003,003,2473,9,0,3,6,0,0,
043,0003,003,2473,9,1,4,4,0,1,
043,0003,003,2473,0,0,0,0,0,0,
043,0003,003,2473,0,0,0,0,0,0,
043,0003,003,2473,0,0,0,0,0,0,
043,0004,004,1965,26,1,15,10,0,1,
043,0004,004,1965,35,0,22,13,0,0,
043,0004,004,1965,1,0,0,1,0,0,
043,0004,004,1965,0,0,0,0,0,0,
043,0004,004,1965,0,0,0,0,0,0,
043,0005,005,1015,20,0,16,4,0,0,
043,0005,005,1015,28,0,21,7,0,0,
043,0005,005,1015,11,0,7,4,0,0,
043,0005,005,1015,0,0,0,0,0,0,
043,0005,005,1015,0,0,0,0,0,0,
043,0006,006,1456,14,0,12,2,0,0,
043,0006,006,1456,16,0,11,5,0,0,
043,0006,006,1456,2,0,2,0,0,0,
043,0006,006,1456,0,0,0,0,0,0,
043,0006,006,1456,0,0,0,0,0,0,
043,0007,007,1519,19,0,14,5,0,0,
043,0007,007,1519,24,0,18,6,0,0,
043,0007,007,1519,13,0,3,10,0,0,
043,0007,007,1519,0,0,0,0,0,0,
043,0007,007,1519,0,0,0,0,0,0,
043,0008,008,2852,28,0,22,6,0,0,
043,0008,008,2852,21,0,16,5,0,0,
043,0008,008,2852,5,0,5,0,0,0,
043,0008,008,2852,0,0,0,0,0,0,
043,0008,008,2852,0,0,0,0,0,0,
043,0009,009,2809,42,0,30,12,0,0,
043,0009,009,2809,30,0,19,11,0,0,
043,0009,009,2809,2,0,0,2,0,0,
043,0009,009,2809,0,0,0,0,0,0,
043,0009,009,2809,0,0,0,0,0,0,
043,0010,010,693,8,0,7,1,0,0,
043,0010,010,693,6,0,3,3,0,0,
043,0010,010,693,2,0,2,0,0,0,
043,0010,010,693,0,0,0,0,0,0,
043,0010,010,693,0,0,0,0,0,0,
043,0011,011,3761,20,0,14,6,0,0,
043,0011,011,3761,32,0,27,5,0,0,
043,0011,011,3761,5,0,2,3,0,0,
043,0011,011,3761,0,0,0,0,0,0,
043,0011,011,3761,0,0,0,0,0,0,
043,0012,012,2077,31,0,16,15,0,0,
043,0012,012,2077,33,1,23,9,0,1,
043,0012,012,2077,11,0,8,3,0,0,
043,0012,012,2077,0,0,0,0,0,0,
043,0012,012,2077,0,0,0,0,0,0,
043,0013,013,5231,61,0,46,15,0,0,
043,0013,013,5231,72,0,56,16,0,0,
043,0013,013,5231,15,0,3,12,0,0,
043,0013,013,5231,0,0,0,0,0,0,
043,0013,013,5231,0,0,0,0,0,0,
043,0014,014,2924,10,0,8,2,0,0,
043,0014,014,2924,21,0,17,4,0,0,
043,0014,014,2924,12,0,9,3,0,0,
043,0014,014,2924,0,0,0,0,0,0,
043,0014,014,2924,0,0,0,0,0,0,
043,0015,015,1608,21,0,14,7,0,0,
043,0015,015,1608,25,0,23,2,0,0,
043,0015,015,1608,7,0,3,4,0,0,
043,0015,015,1608,0,0,0,0,0,0,
043,0015,015,1608,0,0,0,0,0,0,
043,0016,016,3387,36,1,22,13,0,1,
043,0016,016,3387,32,0,22,10,0,0,
043,0016,016,3387,4,0,1,3,0,0,
043,0016,016,3387,0,0,0,0,0,0,
043,0016,016,3387,0,0,0,0,0,0,
043,0017,017,3344,57,0,42,15,0,0,
043,0017,017,3344,15,0,9,6,0,0,
043,0017,017,3344,2,0,2,0,0,0,
043,0017,017,3344,0,0,0,0,0,0,
043,0017,017,3344,0,0,0,0,0,0,
043,0018,018,848,16,0,11,5,0,0,
043,0018,018,848,6,0,4,2,0,0,
043,0018,018,848,3,0,2,1,0,0,
043,0018,018,848,0,0,0,0,0,0,
043,0018,018,848,0,0,0,0,0,0,
043,0019,019,1602,23,0,12,11,0,0,
043,0019,019,1602,42,0,31,11,0,0,
043,0019,019,1602,4,0,1,3,0,0,
043,0019,019,1602,0,0,0,0,0,0,
043,0019,019,1602,0,0,0,0,0,0,
043,0020,020,830,16,0,12,4,0,0,
043,0020,020,830,8,0,4,4,0,0,
043,0020,020,830,1,0,1,0,0,0,
043,0020,020,830,0,0,0,0,0,0,
043,0020,020,830,0,0,0,0,0,0,
043,0021,021,4181,58,0,45,13,0,0,
043,0021,021,4181,77,0,62,15,0,0,
043,0021,021,4181,13,1,6,7,0,0,
043,0021,021,4181,0,0,0,0,0,0,
043,0021,021,4181,0,0,0,0,0,0,
043,0022,022,3777,44,1,29,14,0,1,
043,0022,022,3777,48,0,23,25,0,0,
043,0022,022,3777,7,1,3,4,0,0,
043,0022,022,3777,0,0,0,0,0,0,
043,0022,022,3777,0,0,0,0,0,0,
043,0023,023,2722,7,1,5,2,0,0,
043,0023,023,2722,3,1,2,1,0,0,
043,0023,023,2722,1,1,1,0,0,0,
043,0023,023,2722,0,0,0,0,0,0,
043,0023,023,2722,0,0,0,0,0,0,
043,0024,024,2426,8,0,3,5,0,0,
043,0024,024,2426,4,0,2,2,0,0,
043,0024,024,2426,2,0,0,2,0,0,
043,0024,024,2426,0,0,0,0,0,0,
043,0024,024,2426,0,0,0,0,0,0,
043,0025,025,5198,31,0,18,13,0,0,
043,0025,025,5198,54,1,31,22,0,1,
043,0025,025,5198,7,0,7,0,0,0,
043,0025,025,5198,0,0,0,0,0,0,
043,0025,025,5198,0,0,0,0,0,0,
043,0026,026,1820,27,0,16,11,0,0,
043,0026,026,1820,26,0,18,8,0,0,
043,0026,026,1820,3,0,2,1,0,0,
043,0026,026,1820,0,0,0,0,0,0,
043,0026,026,1820,0,0,0,0,0,0,
043,0027,027,2609,18,0,14,4,0,0,
043,0027,027,2609,45,0,29,16,0,0,
043,0027,027,2609,6,0,4,2,0,0,
043,0027,027,2609,0,0,0,0,0,0,
043,0027,027,2609,0,0,0,0,0,0,
043,0028,028,2469,13,0,6,7,0,0,
043,0028,028,2469,36,0,22,14,0,0,
043,0028,028,2469,7,0,6,1,0,0,
043,0028,028,2469,0,0,0,0,0,0,
043,0028,028,2469,0,0,0,0,0,0,
043,0029,029,2099,17,0,13,4,0,0,
043,0029,029,2099,12,0,6,6,0,0,
043,0029,029,2099,5,0,3,2,0,0,
043,0029,029,2099,0,0,0,0,0,0,
043,0029,029,2099,0,0,0,0,0,0,
043,0030,030,4422,58,1,42,16,0,0,
043,0030,030,4422,45,0,34,11,0,0,
043,0030,030,4422,9,0,8,1,0,0,
043,0030,030,4422,0,0,0,0,0,0,
043,0030,030,4422,0,0,0,0,0,0,
043,0031,031,2095,38,0,29,9,0,0,
043,0031,031,2095,92,0,75,17,0,0,
043,0031,031,2095,8,0,3,5,0,0,
043,0031,031,2095,0,0,0,0,0,0,
043,0031,031,2095,0,0,0,0,0,0,
043,0032,032,2488,42,0,34,8,0,0,
043,0032,032,2488,59,0,47,12,0,0,
043,0032,032,2488,8,0,7,1,0,0,
043,0032,032,2488,0,0,0,0,0,0,
043,0032,032,2488,0,0,0,0,0,0,
043,0033,033,3966,55,0,38,17,0,0,
043,0033,033,3966,27,0,19,8,0,0,
043,0033,033,3966,4,0,1,3,0,0,
043,0033,033,3966,0,0,0,0,0,0,
043,0033,033,3966,0,0,0,0,0,0,
043,0034,034,4192,27,1,20,6,0,1,
043,0034,034,4192,89,0,78,11,0,0,
043,0034,034,4192,6,1,3,3,0,0,
043,0034,034,4192,0,0,0,0,0,0,
043,0034,034,4192,0,0,0,0,0,0,
043,0035,035,1506,26,1,18,7,0,1,
043,0035,035,1506,5,0,5,0,0,0,
043,0035,035,1506,2,0,1,1,0,0,
043,0035,035,1506,0,0,0,0,0,0,
043,0035,035,1506,0,0,0,0,0,0,
043,0036,036,1930,14,0,7,7,0,0,
043,0036,036,1930,28,0,18,10,0,0,
043,0036,036,1930,5,0,2,3,0,0,
043,0036,036,1930,0,0,0,0,0,0,
043,0036,036,1930,0,0,0,0,0,0,
043,0037,037,2175,24,0,17,7,0,0,
043,0037,037,2175,10,0,8,2,0,0,
043,0037,037,2175,2,0,2,0,0,0,
043,0037,037,2175,0,0,0,0,0,0,
043,0037,037,2175,0,0,0,0,0,0,
043,0038,038,4621,37,1,24,12,0,1,
043,0038,038,4621,47,0,29,18,0,0,
043,0038,038,4621,12,0,6,6,0,0,
043,0038,038,4621,0,0,0,0,0,0,
043,0038,038,4621,0,0,0,0,0,0,
043,0039,039,2952,28,1,10,17,0,1,
043,0039,039,2952,37,0,23,14,0,0,
043,0039,039,2952,7,0,2,5,0,0,
043,0039,039,2952,0,0,0,0,0,0,
043,0039,039,2952,0,0,0,0,0,0,
043,0040,040,3496,49,0,33,16,0,0,
043,0040,040,3496,87,0,55,32,0,0,
043,0040,040,3496,17,0,6,11,0,0,
043,0040,040,3496,0,0,0,0,0,0,
043,0040,040,3496,0,0,0,0,0,0,
043,0041,041,4189,49,0,38,11,0,0,
043,0041,041,4189,43,1,23,20,0,0,
043,0041,041,4189,7,0,3,4,0,0,
043,0041,041,4189,0,0,0,0,0,0,
043,0041,041,4189,0,0,0,0,0,0,
043,0042,042,1656,13,0,9,4,0,0,
043,0042,042,1656,4,0,4,0,0,0,
043,0042,042,1656,2,0,0,2,0,0,
043,0042,042,1656,0,0,0,0,0,0,
043,0042,042,1656,0,0,0,0,0,0,
043,0043,043,3320,24,1,12,12,0,0,
043,0043,043,3320,20,0,13,7,0,0,
043,0043,043,3320,1,0,0,1,0,0,
043,0043,043,3320,0,0,0,0,0,0,
043,0043,043,3320,0,0,0,0,0,0,
043,0044,044,1586,17,0,10,7,0,0,
043,0044,044,1586,13,0,7,6,0,0,
043,0044,044,1586,5,0,2,3,0,0,
043,0044,044,1586,0,0,0,0,0,0,
043,0044,044,1586,0,0,0,0,0,0,
043,0045,045,2865,32,0,21,11,0,0,
043,0045,045,2865,54,0,32,22,0,0,
043,0045,045,2865,5,0,0,5,0,0,
043,0045,045,2865,0,0,0,0,0,0,
043,0045,045,2865,0,0,0,0,0,0,
043,0046,046,2974,35,1,18,16,0,1,
043,0046,046,2974,37,0,23,14,0,0,
043,0046,046,2974,4,0,2,2,0,0,
043,0046,046,2974,0,0,0,0,0,0,
043,0046,046,2974,0,0,0,0,0,0,
043,0047,047,2554,19,0,12,7,0,0,
043,0047,047,2554,36,0,24,12,0,0,
043,0047,047,2554,4,0,3,1,0,0,
043,0047,047,2554,0,0,0,0,0,0,
043,0047,047,2554,0,0,0,0,0,0,
043,0048,048,3503,29,0,25,4,0,0,
043,0048,048,3503,27,0,24,3,0,0,
043,0048,048,3503,12,0,6,6,0,0,
043,0048,048,3503,0,0,0,0,0,0,
043,0048,048,3503,0,0,0,0,0,0,
043,0049,049,2298,45,0,38,7,0,0,
043,0049,049,2298,78,0,63,15,0,0,
043,0049,049,2298,16,0,10,6,0,0,
043,0049,049,2298,0,0,0,0,0,0,
043,0049,049,2298,0,0,0,0,0,0,
043,0050,050,3135,16,0,9,7,0,0,
043,0050,050,3135,18,0,12,6,0,0,
043,0050,050,3135,0,1,0,0,0,0,
043,0050,050,3135,0,0,0,0,0,0,
043,0050,050,3135,0,0,0,0,0,0,
043,0051,051,1694,14,0,9,5,0,0,
043,0051,051,1694,22,1,15,7,0,0,
043,0051,051,1694,0,0,0,0,0,0,
043,0051,051,1694,0,0,0,0,0,0,
043,0051,051,1694,0,0,0,0,0,0,
043,0052,052,3943,15,0,9,6,0,0,
043,0052,052,3943,30,0,17,13,0,0,
043,0052,052,3943,1,0,0,1,0,0,
043,0052,052,3943,0,0,0,0,0,0,
043,0052,052,3943,0,0,0,0,0,0,
043,0053,053,2220,59,0,50,9,0,0,
043,0053,053,2220,46,0,33,13,0,0,
043,0053,053,2220,12,0,9,3,0,0,
043,0053,053,2220,0,0,0,0,0,0,
043,0053,053,2220,0,0,0,0,0,0,
043,0054,054,3187,24,0,17,7,0,0,
043,0054,054,3187,33,1,26,6,0,1,
043,0054,054,3187,6,0,1,5,0,0,
043,0054,054,3187,0,0,0,0,0,0,
043,0054,054,3187,0,0,0,0,0,0,
043,0055,055,3658,16,0,10,6,0,0,
043,0055,055,3658,10,0,8,2,0,0,
043,0055,055,3658,14,0,5,9,0,0,
043,0055,055,3658,0,0,0,0,0,0,
043,0055,055,3658,0,0,0,0,0,0,
043,0056,056,2971,26,0,18,8,0,0,
043,0056,056,2971,32,0,23,9,0,0,
043,0056,056,2971,7,0,5,2,0,0,
043,0056,056,2971,0,0,0,0,0,0,
043,0056,056,2971,0,0,0,0,0,0,
043,0057,057,4653,62,1,47,14,0,1,
043,0057,057,4653,91,1,66,24,0,1,
043,0057,057,4653,7,0,5,2,0,0,
043,0057,057,4653,0,0,0,0,0,0,
043,0057,057,4653,0,0,0,0,0,0,
043,0058,058,3596,23,1,13,10,0,0,
043,0058,058,3596,47,0,34,13,0,0,
043,0058,058,3596,14,0,7,7,0,0,
043,0058,058,3596,0,0,0,0,0,0,
043,0058,058,3596,0,0,0,0,0,0,
043,0059,059,3923,50,0,29,21,0,0,
043,0059,059,3923,73,0,57,16,0,0,
043,0059,059,3923,3,0,2,1,0,0,
043,0059,059,3923,0,0,0,0,0,0,
043,0059,059,3923,0,0,0,0,0,0,
043,0060,060,2504,51,0,31,20,0,0,
043,0060,060,2504,34,0,25,9,0,0,
043,0060,060,2504,10,0,2,8,0,0,
043,0060,060,2504,0,0,0,0,0,0,
043,0060,060,2504,0,0,0,0,0,0,
043,0061,061,1698,26,0,21,5,0,0,
043,0061,061,1698,58,0,44,14,0,0,
043,0061,061,1698,5,0,3,2,0,0,
043,0061,061,1698,0,0,0,0,0,0,
043,0061,061,1698,0,0,0,0,0,0,
043,0062,062,2514,34,0,23,11,0,0,
043,0062,062,2514,43,0,29,14,0,0,
043,0062,062,2514,5,0,3,2,0,0,
043,0062,062,2514,0,0,0,0,0,0,
043,0062,062,2514,0,0,0,0,0,0,
043,0063,063,1983,31,0,25,6,0,0,
043,0063,063,1983,59,0,49,10,0,0,
043,0063,063,1983,7,2,5,2,0,0,
043,0063,063,1983,0,0,0,0,0,0,
043,0063,063,1983,0,0,0,0,0,0,
043,0064,064,2650,30,0,20,10,0,0,
043,0064,064,2650,60,0,41,19,0,0,
043,0064,064,2650,6,0,1,5,0,0,
043,0064,064,2650,0,0,0,0,0,0,
043,0064,064,2650,0,0,0,0,0,0,
043,0065,065,1190,27,0,20,7,0,0,
043,0065,065,1190,30,1,21,8,0,1,
043,0065,065,1190,1,0,0,1,0,0,
043,0065,065,1190,0,0,0,0,0,0,
043,0065,065,1190,0,0,0,0,0,0,
043,0066,066,2117,33,0,26,7,0,0,
043,0066,066,2117,28,0,22,6,0,0,
043,0066,066,2117,6,0,1,5,0,0,
043,0066,066,2117,0,0,0,0,0,0,
043,0066,066,2117,0,0,0,0,0,0,
043,0067,067,2577,22,0,19,3,0,0,
043,0067,067,2577,47,0,42,5,0,0,
043,0067,067,2577,14,1,8,5,0,1,
043,0067,067,2577,0,0,0,0,0,0,
043,0067,067,2577,0,0,0,0,0,0,
043,0068,068,1986,22,0,11,11,0,0,
043,0068,068,1986,34,1,21,13,0,0,
043,0068,068,1986,1,0,0,1,0,0,
043,0068,068,1986,0,0,0,0,0,0,
043,0068,068,1986,0,0,0,0,0,0,
043,0069,069,3732,59,0,40,19,0,0,
043,0069,069,3732,99,0,60,39,0,0,
043,0069,069,3732,7,0,5,2,0,0,
043,0069,069,3732,0,0,0,0,0,0,
043,0069,069,3732,0,0,0,0,0,0,
043,0070,070,1881,33,0,22,11,0,0,
043,0070,070,1881,39,0,27,12,0,0,
043,0070,070,1881,6,0,5,1,0,0,
043,0070,070,1881,0,0,0,0,0,0,
043,0070,070,1881,0,0,0,0,0,0,
043,0071,071,1773,21,1,11,9,0,1,
043,0071,071,1773,44,0,28,16,0,0,
043,0071,071,1773,3,0,2,1,0,0,
043,0071,071,1773,0,0,0,0,0,0,
043,0071,071,1773,0,0,0,0,0,0,
043,0072,072,1557,28,0,23,5,0,0,
043,0072,072,1557,34,0,27,7,0,0,
043,0072,072,1557,7,0,7,0,0,0,
043,0072,072,1557,0,0,0,0,0,0,
043,0072,072,1557,0,0,0,0,0,0,
043,0073,073,1904,5,0,4,1,0,0,
043,0073,073,1904,7,0,5,2,0,0,
043,0073,073,1904,2,0,2,0,0,0,
043,0073,073,1904,0,0,0,0,0,0,
043,0073,073,1904,0,0,0,0,0,0,
043,0074,074,1865,9,0,4,5,0,0,
043,0074,074,1865,23,0,18,5,0,0,
043,0074,074,1865,3,0,1,2,0,0,
043,0074,074,1865,0,0,0,0,0,0,
043,0074,074,1865,0,0,0,0,0,0,
043,0075,075,2033,21,0,18,3,0,0,
043,0075,075,2033,42,0,32,10,0,0,
043,0075,075,2033,7,0,0,7,0,0,
043,0075,075,2033,0,0,0,0,0,0,
043,0075,075,2033,0,0,0,0,0,0,
043,0076,076,3272,29,0,22,7,0,0,
043,0076,076,3272,85,0,69,16,0,0,
043,0076,076,3272,8,0,3,5,0,0,
043,0076,076,3272,0,0,0,0,0,0,
043,0076,076,3272,0,0,0,0,0,0,
043,0077,077,3606,25,0,19,6,0,0,
043,0077,077,3606,34,0,24,10,0,0,
043,0077,077,3606,10,0,5,5,0,0,
043,0077,077,3606,0,0,0,0,0,0,
043,0077,077,3606,0,0,0,0,0,0,
043,0078,078,3679,17,0,13,4,0,0,
043,0078,078,3679,20,0,13,7,0,0,
