COUNTY NUMBER,PRECINCT CODE,PRECINCT NAME,REGISTERED VOTERS TOTAL,BALLOTS CAST TOTAL,BALLOTS CAST - Republican Party,BALLOTS CAST - Democratic Party,BALLOTS CAST BLANK,"DEM US Rep, District 1","DEM US Rep, District 1","DEM US Rep, District 1","DEM US Rep, District 1","DEM US Rep, District 1","DEM US Rep, District 1",DEM Governor,DEM Governor,DEM Governor,DEM Governor,DEM Governor,DEM Governor,DEM Governor,DEM Lieutenant Governor,DEM Lieutenant Governor,DEM Lieutenant Governor,DEM Lieutenant Governor,DEM Lieutenant Governor,DEM Attorney General,DEM Attorney General,DEM Attorney General,DEM Attorney General,DEM Attorney General,DEM Attorney General,DEM Attorney General,DEM Comm General Land Office,DEM Comm General Land Office,DEM Comm General Land Office,DEM Comm General Land Office,DEM Comm General Land Office,DEM Comm General Land Office,DEM Commissioner of Agriculture,DEM Commissioner of Agriculture,DEM Commissioner of Agriculture,DEM Commissioner of Agriculture,DEM Railroad Commissioner,DEM Railroad Commissioner,DEM Railroad Commissioner,"DEM Justice, Supreme Court, Pl 3","DEM Justice, Supreme Court, Pl 3","DEM Justice, Supreme Court, Pl 3","DEM Justice, Supreme Court, Pl 5","DEM Justice, Supreme Court, Pl 5","DEM Justice, Supreme Court, Pl 5","DEM Justice, Supreme Court, Pl 9","DEM Justice, Supreme Court, Pl 9","DEM Justice, Supreme Court, Pl 9","DEM Judge, Ct of Crim App, Pl 5","DEM Judge, Ct of Crim App, Pl 5","DEM Judge, Ct of Crim App, Pl 5","DEM Judge, Ct of Crim App, Pl 6","DEM Judge, Ct of Crim App, Pl 6","DEM Judge, Ct of Crim App, Pl 6","DEM State Representative, Dist 6","DEM State Representative, Dist 6","DEM State Representative, Dist 6",DEM County Commissioner Pct 4,DEM County Commissioner Pct 4,DEM County Commissioner Pct 4,DEM JOP Pct 1,DEM JOP Pct 1,DEM JOP Pct 1,DEM JOP Pct 1,DEM JOP Pct 3,DEM JOP Pct 3,DEM JOP Pct 3,DEM JOP Pct 4,DEM JOP Pct 4,DEM JOP Pct 4,DEM County Chair,DEM County Chair,DEM County Chair,DEM County Chair,
,,,,,REP,DEM,,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,
,,,VOTERS,BALLOTS CAST,BALLOTS CAST,BALLOTS CAST,BALLOTS CAST,Jrmar (JJ) Jefferson,Gavin Dass,Victor D. Dunn,Stephen Kocen,OVER VOTES,UNDER VOTES,Michael Cooper,Joy Diaz,Inocencio (Inno) Barrientez,Rich Wakeland,Beto O'Rourke,OVER VOTES,UNDER VOTES,Michelle Beckley,Carla Brailey,Mike Collier,OVER VOTES,UNDER VOTES,Lee Merritt,Rochelle Mercedes Garza,"S. ""TBONE"" Raynor",Mike Fields,Joe Jaworski,OVER VOTES,UNDER VOTES,Jinny Suh,Sandragrace Martinez,Michael Lange,Jay Kleberg,OVER VOTES,UNDER VOTES,Susan Hays,Ed Ireson,OVER VOTES,UNDER VOTES,Luke Warford,OVER VOTES,UNDER VOTES,Erin A Nowell,OVER VOTES,UNDER VOTES,Amanda Reichek,OVER VOTES,UNDER VOTES,Julia Maldonado,OVER VOTES,UNDER VOTES,Dana Huffman,OVER VOTES,UNDER VOTES,Robert Johnson,OVER VOTES,UNDER VOTES,Cody J. Grace,OVER VOTES,UNDER VOTES,"Ralph E. Caraway, Sr.",OVER VOTES,UNDER VOTES,Derrick Choice,"Quincy Beavers, Jr.",OVER VOTES,UNDER VOTES,Dustin G. Stephens,OVER VOTES,UNDER VOTES,Randy Hawkins,OVER VOTES,UNDER VOTES,Hank Gilbert,Hector Garza,OVER VOTES,UNDER VOTES,
SMITH,0001,Precinct 0001,526,3,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,
SMITH,0001,Precinct 0001,526,15,6,9,0,6,2,1,0,0,0,1,0,0,0,8,0,0,5,3,1,0,0,6,2,0,0,1,0,0,1,4,4,0,0,0,7,2,0,0,7,0,2,9,0,0,8,0,1,8,0,1,8,0,1,8,0,1,9,0,0,9,0,0,5,4,0,0,0,0,0,0,0,0,4,5,0,0,
SMITH,0001,Precinct 0001,526,17,5,12,0,6,2,0,1,0,3,1,2,0,0,7,0,2,4,4,0,0,4,4,3,0,2,0,0,3,2,5,1,0,0,4,8,0,0,4,8,0,4,7,0,5,9,0,3,10,0,2,8,0,4,7,0,5,8,0,4,10,0,2,6,4,0,2,0,0,0,0,0,0,4,7,0,1,
SMITH,0002,Precinct 0002,811,6,0,6,0,1,1,2,0,0,2,2,0,0,0,4,0,0,5,0,0,0,1,3,0,0,1,1,0,1,1,0,2,2,0,1,4,1,0,1,6,0,0,6,0,0,6,0,0,5,0,1,6,0,0,6,0,0,5,0,1,6,0,0,4,2,0,0,0,0,0,0,0,0,4,2,0,0,
SMITH,0002,Precinct 0002,811,31,2,29,0,14,2,6,5,0,2,3,2,1,0,22,0,1,10,14,4,0,1,13,8,3,1,3,0,1,2,8,11,5,0,3,24,3,0,2,23,0,6,22,0,7,23,0,6,21,0,8,21,0,8,21,0,8,21,0,8,25,0,4,17,10,0,2,0,0,0,0,0,0,10,16,0,3,
SMITH,0002,Precinct 0002,811,21,4,17,0,3,3,5,1,0,5,3,2,0,0,11,0,1,4,5,2,0,6,7,5,1,0,1,0,3,0,6,6,2,0,3,12,0,0,5,9,0,8,10,0,7,9,0,8,11,0,6,10,0,7,11,0,6,9,0,8,13,0,4,7,8,0,2,0,0,0,0,0,0,4,10,0,3,
SMITH,0003,Precinct 0003,2420,31,13,18,0,4,5,5,3,0,1,0,0,0,0,18,0,0,2,4,10,0,2,6,4,0,1,6,0,1,3,1,4,8,0,2,9,7,0,2,15,0,3,14,0,4,14,0,4,14,0,4,15,0,3,14,0,4,14,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,2,
SMITH,0003,Precinct 0003,2420,321,268,53,0,22,10,9,5,0,7,6,0,0,1,45,0,1,5,18,23,0,7,13,10,0,9,16,0,5,12,10,7,16,0,8,39,8,0,6,43,0,10,42,0,11,44,0,9,43,0,10,42,0,11,41,0,12,41,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,26,24,0,3,
SMITH,0003,Precinct 0003,2420,259,220,39,0,17,7,8,3,0,4,1,2,0,0,35,0,1,14,11,13,0,1,5,23,1,0,9,0,1,11,10,5,9,0,4,28,9,0,2,36,0,3,35,0,4,38,0,1,37,0,2,37,0,2,36,0,3,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,26,0,1,
SMITH,0004,Precinct 0004,1857,10,4,6,0,2,0,1,3,0,0,1,0,0,0,5,0,0,3,1,2,0,0,2,1,0,1,2,0,0,0,2,3,1,0,0,4,2,0,0,6,0,0,6,0,0,6,0,0,6,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,2,0,0,
SMITH,0004,Precinct 0004,1857,136,65,71,1,35,9,14,7,0,6,9,1,0,1,58,0,2,32,23,11,0,5,30,17,4,11,5,0,4,6,22,29,5,0,9,59,8,0,4,60,0,11,58,0,13,58,0,13,61,0,10,62,0,9,64,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,2,29,38,0,4,
SMITH,0004,Precinct 0004,1857,101,81,20,0,9,1,5,1,0,4,1,2,0,1,16,0,0,4,7,6,0,3,5,6,1,3,0,0,5,3,4,5,2,0,6,11,2,0,7,11,0,9,13,0,7,11,0,9,13,0,7,13,0,7,12,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,6,4,9,0,7,
SMITH,0005,Precinct 0005,4368,11,5,6,0,2,1,1,1,0,1,0,0,0,0,6,0,0,1,0,4,0,1,2,2,0,0,1,0,1,0,4,0,1,0,1,5,1,0,0,5,0,1,5,0,1,5,0,1,5,0,1,5,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,
SMITH,0005,Precinct 0005,4368,613,564,49,1,17,5,12,7,0,8,4,1,0,0,40,0,4,19,12,12,0,6,13,12,1,6,8,0,9,7,10,16,5,0,11,32,6,0,11,33,0,16,35,0,14,32,0,17,31,0,18,36,0,13,35,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,19,0,7,
SMITH,0005,Precinct 0005,4368,333,315,18,0,9,3,1,2,0,3,0,0,1,3,14,0,0,2,5,9,0,2,4,3,0,3,4,0,4,1,5,4,4,0,4,13,3,0,2,11,0,7,15,0,3,14,0,4,13,0,5,12,0,6,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,1,
SMITH,0006,Precinct 0006,977,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,
SMITH,0006,Precinct 0006,977,124,110,14,0,5,1,4,3,0,1,0,0,1,0,13,0,0,5,6,3,0,0,4,3,2,1,4,0,0,3,3,3,5,0,0,11,3,0,0,10,0,4,10,0,4,10,0,4,10,0,4,10,0,4,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,10,2,0,2,
SMITH,0006,Precinct 0006,977,157,149,8,0,3,1,2,0,0,2,0,0,0,0,8,0,0,5,0,2,0,1,3,0,0,1,3,0,1,2,1,2,2,0,1,7,0,0,1,7,0,1,4,0,4,4,0,4,5,0,3,5,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,2,4,0,2,
SMITH,0007,Precinct 0007,2016,9,6,3,0,2,0,1,0,0,0,2,0,0,0,1,0,0,0,3,0,0,0,3,0,0,0,0,0,0,1,1,1,0,0,0,3,0,0,0,3,0,0,2,0,1,2,0,1,3,0,0,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,
SMITH,0007,Precinct 0007,2016,161,133,28,0,15,1,6,3,0,3,2,0,1,0,24,0,1,6,11,6,0,5,6,9,0,4,3,0,6,5,6,5,5,0,7,18,5,0,5,19,0,9,19,0,9,19,0,9,21,0,7,20,0,8,21,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,4,13,12,0,3,
SMITH,0007,Precinct 0007,2016,283,262,21,0,10,5,2,2,0,2,6,1,1,1,12,0,0,15,3,3,0,0,5,7,1,5,2,0,1,4,5,10,0,0,2,17,3,0,1,16,0,5,13,0,8,17,0,4,14,0,7,12,0,9,15,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,6,15,5,0,1,
SMITH,0008,Precinct 0008,1545,13,5,8,0,3,0,1,4,0,0,1,0,0,0,7,0,0,5,2,1,0,0,1,4,1,2,0,0,0,1,1,5,0,0,1,5,3,0,0,7,0,1,7,0,1,7,0,1,7,0,1,7,0,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,5,3,0,0,
SMITH,0008,Precinct 0008,1545,106,98,8,0,2,1,3,2,0,0,0,0,0,0,8,0,0,3,2,3,0,0,4,2,0,0,2,0,0,1,1,5,1,0,0,6,2,0,0,8,0,0,8,0,0,8,0,0,8,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,3,0,0,
SMITH,0008,Precinct 0008,1545,248,210,38,0,14,5,9,9,0,1,4,1,0,0,31,0,2,13,10,11,0,4,14,7,3,9,2,0,3,7,9,12,6,0,4,26,10,0,2,31,0,7,29,0,9,31,0,7,30,0,8,31,0,7,32,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,5,16,18,0,4,
SMITH,0009,Precinct 0009,311,5,0,5,0,2,3,0,0,0,0,0,0,0,0,5,0,0,3,0,2,0,0,5,0,0,0,0,0,0,3,0,2,0,0,0,3,2,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,3,2,0,0,
SMITH,0009,Precinct 0009,311,19,4,15,0,9,2,1,1,0,2,2,0,0,0,13,0,0,1,8,4,0,2,7,3,1,3,0,0,1,1,4,4,2,0,4,7,4,0,4,7,0,8,8,0,7,10,0,5,9,0,6,9,0,6,10,0,5,9,0,6,14,0,1,7,7,0,1,0,0,0,0,0,0,9,5,0,1,
SMITH,0009,Precinct 0009,311,16,10,6,0,5,0,0,0,0,1,0,1,0,0,5,0,0,3,2,0,0,1,0,6,0,0,0,0,0,0,5,0,1,0,0,4,0,0,2,3,0,3,3,0,3,5,0,1,6,0,0,2,0,4,2,0,4,2,0,4,3,0,3,5,1,0,0,0,0,0,0,0,0,1,4,0,1,
SMITH,0010,Precinct 0010,2992,57,12,45,0,25,2,11,4,0,3,4,0,0,0,41,0,0,12,15,14,0,4,21,3,0,12,7,0,2,9,4,17,12,0,3,31,13,0,1,40,0,5,40,0,5,39,0,6,39,0,6,39,0,6,40,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,4,19,23,0,3,
SMITH,0010,Precinct 0010,2992,251,123,128,0,47,9,41,15,0,16,5,5,0,0,116,0,2,36,34,40,0,18,45,35,7,17,10,0,14,21,30,37,19,0,21,86,23,0,19,95,0,33,93,0,35,105,0,23,97,0,31,95,0,33,92,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,29,62,57,0,9,
SMITH,0010,Precinct 0010,2992,322,180,142,1,59,14,41,16,0,12,20,7,0,1,111,0,3,56,28,45,0,13,46,38,10,19,14,0,15,27,30,47,20,0,18,95,31,0,16,111,0,31,107,0,35,106,0,36,110,0,32,108,0,34,113,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,38,71,65,0,6,
SMITH,0011,Precinct 0011,2058,28,1,27,0,16,1,5,0,0,5,1,0,0,0,26,0,0,7,7,7,0,6,5,6,2,5,3,0,6,9,2,8,4,0,4,15,4,1,7,19,0,8,19,0,8,20,0,7,18,0,9,18,0,9,19,0,8,20,0,7,26,0,1,12,14,0,1,0,0,0,0,0,0,13,12,0,2,
SMITH,0011,Precinct 0011,2058,124,34,90,2,32,12,26,9,0,11,6,6,1,0,71,0,6,23,33,21,0,13,27,21,4,7,18,0,13,7,17,32,19,0,15,64,13,0,13,65,0,25,59,0,31,63,0,27,60,0,30,60,0,30,65,0,25,60,0,30,78,0,12,44,42,0,4,0,0,0,0,0,0,39,40,0,11,
SMITH,0011,Precinct 0011,2058,85,25,60,1,25,9,17,4,0,5,4,1,0,1,49,0,5,11,28,13,0,8,14,17,8,9,4,0,8,9,20,9,10,0,12,42,7,0,11,43,0,17,39,0,21,41,0,19,44,0,16,44,0,16,45,0,15,43,0,17,45,0,15,29,28,0,3,0,0,0,0,0,0,23,29,0,8,
SMITH,0012,Precinct 0012,1653,20,0,20,0,1,4,9,2,0,4,0,0,0,0,20,0,0,8,6,2,0,4,6,4,1,2,2,0,5,3,4,7,1,0,5,12,3,0,5,12,0,8,12,0,8,12,0,8,12,0,8,12,0,8,13,0,7,13,0,7,15,0,5,8,10,0,2,0,0,0,0,0,0,6,10,0,4,
SMITH,0012,Precinct 0012,1653,154,21,133,0,72,7,26,6,0,22,8,1,1,0,116,0,7,41,41,35,0,16,48,28,3,22,13,0,19,18,25,54,10,0,26,91,20,0,22,93,0,40,95,0,38,93,0,40,96,0,37,90,0,43,98,0,35,93,0,40,122,0,11,82,49,0,2,0,0,0,0,0,0,49,72,0,12,
SMITH,0012,Precinct 0012,1653,101,14,87,0,42,5,23,0,0,17,5,1,0,0,73,0,8,33,21,18,0,15,30,20,6,13,6,0,12,15,16,32,6,0,18,59,10,0,18,59,0,28,58,0,29,63,0,24,58,0,29,63,0,24,61,0,26,61,0,26,74,0,13,54,32,0,1,0,0,0,0,0,0,42,35,0,10,
SMITH,0013,Precinct 0013,1566,49,2,47,0,18,4,18,2,0,5,2,0,0,0,44,0,1,23,9,11,0,4,18,17,0,7,1,0,4,13,8,18,3,0,5,36,8,0,3,42,0,5,40,0,7,40,0,7,41,0,6,41,0,6,41,0,6,41,0,6,47,0,0,21,26,0,0,0,0,0,0,0,0,17,29,0,1,
SMITH,0013,Precinct 0013,1566,184,2,182,0,73,15,50,10,0,34,23,6,3,2,141,0,7,46,47,54,0,35,55,43,5,39,8,0,32,18,43,61,15,0,45,120,26,0,36,128,0,54,125,0,57,121,0,61,127,0,55,122,0,60,127,0,55,118,0,64,169,0,13,98,80,0,4,0,0,0,0,0,0,80,80,0,22,
SMITH,0013,Precinct 0013,1566,106,4,102,0,55,6,22,9,0,10,10,5,1,2,83,0,1,35,31,23,0,13,35,31,5,17,5,0,9,16,18,38,10,0,20,66,16,0,20,77,0,25,80,0,22,81,0,21,76,0,26,77,0,25,77,0,25,71,0,31,87,0,15,54,43,0,5,0,0,0,0,0,0,36,54,0,12,
SMITH,0014,Precinct 0014,1828,12,1,11,0,3,4,4,0,0,0,1,0,0,0,10,0,0,2,1,8,0,0,3,3,0,1,4,0,0,0,2,3,6,0,0,10,1,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,
SMITH,0014,Precinct 0014,1828,182,135,47,0,24,4,10,6,0,3,5,0,0,0,42,0,0,17,9,14,0,7,10,12,3,8,8,0,6,5,5,17,13,0,7,33,8,0,6,33,0,14,31,0,16,35,0,12,33,0,14,35,0,12,34,0,13,0,0,0,40,0,7,0,0,0,0,0,0,0,0,0,0,24,19,0,4,
SMITH,0014,Precinct 0014,1828,147,118,29,0,15,3,5,3,0,3,2,2,0,0,22,0,3,13,7,5,0,4,6,15,2,2,2,0,2,3,11,10,1,0,4,23,2,0,4,23,0,6,22,0,7,21,0,8,20,0,9,22,0,7,20,0,9,0,0,0,27,0,2,0,0,0,0,0,0,0,0,0,0,11,16,0,2,
SMITH,0015,Precinct 0015,3846,35,28,7,0,2,1,0,3,0,1,0,0,0,0,7,0,0,2,0,4,0,1,0,1,0,0,5,0,1,0,1,0,5,0,1,2,4,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,1,
SMITH,0015,Precinct 0015,3846,609,562,47,0,16,4,9,12,0,6,0,0,0,1,45,0,1,10,9,26,0,2,7,8,2,5,20,0,5,7,10,10,12,0,8,36,6,0,5,37,0,10,38,0,9,38,0,9,41,0,6,40,0,7,39,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,34,0,3,
SMITH,0015,Precinct 0015,3846,721,672,49,1,15,9,9,9,0,7,0,5,0,1,42,0,1,9,15,18,0,7,8,21,2,3,10,0,5,8,13,8,12,0,8,34,7,0,8,37,0,12,37,0,12,39,0,10,38,0,11,38,0,11,37,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,26,0,7,
SMITH,0016,Precinct 0016,1258,23,0,23,0,7,3,6,3,0,4,1,0,0,0,22,0,0,3,5,10,0,5,7,5,0,3,3,0,5,4,3,9,3,0,4,13,6,0,4,18,0,5,18,0,5,18,0,5,19,0,4,18,0,5,18,0,5,18,0,5,21,0,2,11,12,0,0,0,0,0,0,0,0,12,8,0,3,
SMITH,0016,Precinct 0016,1258,154,10,144,0,69,17,35,6,0,17,12,3,1,0,125,0,3,45,45,42,0,12,52,39,5,26,8,0,14,18,38,56,12,0,20,99,30,0,15,109,0,35,110,0,34,114,0,30,108,0,36,110,0,34,110,0,34,107,0,37,134,0,10,90,50,0,4,0,0,0,0,0,0,69,68,0,7,
SMITH,0016,Precinct 0016,1258,87,19,68,0,36,3,16,4,0,9,9,5,3,0,47,0,4,14,15,22,0,17,18,22,4,8,3,0,13,4,16,21,4,0,23,37,8,0,23,42,0,26,41,0,27,42,0,26,45,0,23,43,0,25,44,0,24,41,0,27,57,0,11,38,29,0,1,0,0,0,0,0,0,20,35,0,13,
SMITH,0017,Precinct 0017,1386,11,6,5,0,0,1,0,3,0,1,0,0,0,0,5,0,0,2,0,2,0,1,1,2,0,2,0,0,0,1,0,0,3,0,1,5,0,0,0,3,0,2,3,0,2,3,0,2,3,0,2,3,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,
SMITH,0017,Precinct 0017,1386,166,160,6,0,2,1,2,0,0,1,0,0,0,0,6,0,0,2,2,1,0,1,2,3,0,0,0,0,1,1,1,2,1,0,1,4,1,0,1,5,0,1,5,0,1,5,0,1,5,0,1,5,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,
SMITH,0017,Precinct 0017,1386,160,151,9,0,3,3,3,0,0,0,0,0,0,0,8,0,1,2,3,3,0,1,2,6,0,1,0,0,0,2,2,2,3,0,0,9,0,0,0,8,0,1,8,0,1,7,0,2,7,0,2,9,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,
SMITH,0018,Precinct 0018,2129,24,1,23,0,13,1,5,2,0,2,3,1,0,0,19,0,0,5,8,8,0,2,10,4,0,6,1,0,2,4,8,7,2,0,2,18,2,0,3,21,0,2,21,0,2,20,0,3,21,0,2,21,0,2,21,0,2,21,0,2,21,0,2,10,13,0,0,0,0,0,0,0,0,12,10,0,1,
SMITH,0018,Precinct 0018,2129,123,8,115,0,58,11,26,7,0,13,10,2,0,5,93,0,5,41,33,28,0,13,46,22,7,22,6,0,12,14,30,44,13,0,14,89,9,0,17,81,0,34,85,0,30,86,0,29,86,0,29,86,0,29,88,0,27,85,0,30,103,0,12,67,45,0,3,0,0,0,0,0,0,48,55,0,12,
SMITH,0018,Precinct 0018,2129,65,4,61,0,28,4,14,4,0,11,9,2,0,1,47,0,2,17,19,9,0,16,11,17,3,14,3,0,13,7,10,22,7,0,15,39,8,0,14,44,0,17,42,0,19,43,0,18,41,0,20,43,0,18,43,0,18,41,0,20,57,0,4,36,25,0,0,0,0,0,0,0,0,26,29,0,6,
SMITH,0019,Precinct 0019,5212,32,21,11,0,2,4,4,1,0,0,0,0,0,0,11,0,0,4,2,5,0,0,4,1,2,1,3,0,0,0,2,2,6,0,1,5,5,0,1,9,0,2,9,0,2,8,0,3,8,0,3,9,0,2,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,
SMITH,0019,Precinct 0019,5212,674,621,53,0,24,9,9,7,0,4,3,2,0,0,48,0,0,17,8,26,0,2,12,13,1,5,20,0,2,11,10,21,7,0,4,43,7,0,3,45,0,8,45,0,8,48,0,5,45,0,8,47,0,6,47,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,27,0,1,
SMITH,0019,Precinct 0019,5212,449,422,27,0,9,2,10,3,0,3,3,0,1,0,22,0,1,10,4,12,0,1,4,8,1,5,5,0,4,5,9,4,5,0,4,21,4,0,2,21,0,6,20,0,7,21,0,6,22,0,5,19,0,8,21,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,3,
SMITH,0020,Precinct 0020,680,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SMITH,0020,Precinct 0020,680,25,14,11,0,5,2,3,0,0,1,1,0,0,0,10,0,0,2,5,2,0,2,2,4,0,1,3,0,1,1,3,4,0,0,3,8,0,0,3,8,0,3,8,0,3,8,0,3,8,0,3,8,0,3,8,0,3,9,0,2,9,0,2,6,4,0,1,0,0,0,0,0,0,8,3,0,0,
SMITH,0020,Precinct 0020,680,29,15,14,0,6,1,4,1,0,2,1,1,0,0,12,0,0,8,2,4,0,0,4,6,1,2,0,0,1,2,5,4,1,0,2,13,1,0,0,12,0,2,11,0,3,13,0,1,12,0,2,11,0,3,12,0,2,12,0,2,13,0,1,6,8,0,0,0,0,0,0,0,0,4,9,0,1,
