COUNTY NUMBER,PRECINCT CODE,PRECINCT NAME,REGISTERED VOTERS TOTAL,BALLOTS CAST TOTAL,BALLOTS CAST - Republican Party,BALLOTS CAST - Democratic Party,BALLOTS CAST BLANK,"DEM US Rep, District 1","DEM US Rep, District 1","DEM US Rep, District 1","DEM US Rep, District 1","DEM US Rep, District 1","DEM US Rep, District 1",DEM Governor,DEM Governor,DEM Governor,DEM Governor,DEM Governor,DEM Governor,DEM Governor,DEM Lieutenant Governor,DEM Lieutenant Governor,DEM Lieutenant Governor,DEM Lieutenant Governor,DEM Lieutenant Governor,DEM Attorney General,DEM Attorney General,DEM Attorney General,DEM Attorney General,DEM Attorney General,DEM Attorney General,DEM Attorney General,DEM Comm General Land Office,DEM Comm General Land Office,DEM Comm General Land Office,DEM Comm General Land Office,DEM Comm General Land Office,DEM Comm General Land Office,DEM Commissioner of Agriculture,DEM Commissioner of Agriculture,DEM Commissioner of Agriculture,DEM Commissioner of Agriculture,DEM Railroad Commissioner,DEM Railroad Commissioner,DEM Railroad Commissioner,"DEM Justice, Supreme Court, Pl 3","DEM Justice, Supreme Court, Pl 3","DEM Justice, Supreme Court, Pl 3","DEM Justice, Supreme Court, Pl 5","DEM Justice, Supreme Court, Pl 5","DEM Justice, Supreme Court, Pl 5","DEM Justice, Supreme Court, Pl 9","DEM Justice, Supreme Court, Pl 9","DEM Justice, Supreme Court, Pl 9","DEM Judge, Ct of Crim App, Pl 5","DEM Judge, Ct of Crim App, Pl 5","DEM Judge, Ct of Crim App, Pl 5","DEM Judge, Ct of Crim App, Pl 6","DEM Judge, Ct of Crim App, Pl 6","DEM Judge, Ct of Crim App, Pl 6","DEM State Representative, Dist 6","DEM State Representative, Dist 6","DEM State Representative, Dist 6",DEM County Commissioner Pct 4,DEM County Commissioner Pct 4,DEM County Commissioner Pct 4,DEM JOP Pct 1,DEM JOP Pct 1,DEM JOP Pct 1,DEM JOP Pct 1,DEM JOP Pct 3,DEM JOP Pct 3,DEM JOP Pct 3,DEM JOP Pct 4,DEM JOP Pct 4,DEM JOP Pct 4,DEM County Chair,DEM County Chair,DEM County Chair,DEM County Chair,
SMITH,0021,Precinct 0021,1603,18,12,6,0,1,2,1,2,0,0,0,1,0,0,5,0,0,2,0,4,0,0,0,2,0,1,3,0,0,0,0,1,5,0,0,3,3,0,0,6,0,0,6,0,0,6,0,0,6,0,0,6,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,
SMITH,0021,Precinct 0021,1603,239,221,18,0,5,3,3,6,0,1,0,0,0,0,18,0,0,4,6,7,0,1,6,3,0,3,5,0,1,7,5,1,3,0,2,13,4,0,1,15,0,3,16,0,2,16,0,2,17,0,1,16,0,2,15,0,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,
SMITH,0021,Precinct 0021,1603,222,202,20,0,10,3,4,2,0,1,0,0,0,0,20,0,0,6,4,10,0,0,7,3,1,0,9,0,0,6,3,4,7,0,0,13,7,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,0,
SMITH,0022,Precinct 0022,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SMITH,0022,Precinct 0022,393,10,6,4,0,2,1,0,0,0,1,0,0,0,0,4,0,0,3,0,0,0,1,1,2,0,0,0,0,1,0,1,1,0,0,2,3,0,0,1,3,0,1,2,0,2,3,0,1,3,0,1,3,0,1,3,0,1,2,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0,3,1,0,0,
SMITH,0022,Precinct 0022,393,28,16,12,0,7,0,4,0,0,1,2,0,0,0,10,0,0,3,5,2,0,2,2,2,2,3,1,0,2,2,2,4,1,0,3,8,1,0,3,8,0,4,8,0,4,9,0,3,8,0,4,10,0,2,8,0,4,8,0,4,0,0,0,6,5,0,1,0,0,0,0,0,0,6,5,0,1,
SMITH,0023,Precinct 0023,2315,18,12,6,0,1,3,0,2,0,0,0,0,0,0,6,0,0,2,3,1,0,0,1,2,0,2,0,1,0,2,2,0,2,0,0,4,2,0,0,5,0,1,5,0,1,5,0,1,5,0,1,5,0,1,5,0,1,5,0,1,0,0,0,0,0,0,0,5,0,1,0,0,0,1,5,0,0,
SMITH,0023,Precinct 0023,2315,236,200,36,0,16,8,5,6,0,1,3,3,0,0,30,0,0,16,6,13,0,1,13,9,6,3,5,0,0,7,5,12,10,0,2,27,7,0,2,32,0,4,32,0,4,31,0,5,32,0,4,32,0,4,33,0,3,32,0,4,0,0,0,0,0,0,0,33,0,3,0,0,0,16,20,0,0,
SMITH,0023,Precinct 0023,2315,231,186,45,0,15,10,11,5,0,4,2,1,0,0,42,0,0,12,12,18,0,3,8,16,2,3,13,0,3,11,14,7,10,0,3,38,4,0,3,40,0,5,42,0,3,42,0,3,41,0,4,41,0,4,39,0,6,40,0,5,0,0,0,0,0,0,0,39,0,6,0,0,0,18,26,0,1,
SMITH,0024,Precinct 0024,2227,8,6,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,
SMITH,0024,Precinct 0024,2227,124,111,13,0,1,3,5,3,0,1,0,2,0,0,11,0,0,4,5,4,0,0,2,3,1,3,4,0,0,2,3,0,6,0,2,11,0,0,2,10,0,3,11,0,2,11,0,2,10,0,3,10,0,3,9,0,4,11,0,2,0,0,0,0,0,0,0,0,0,0,10,0,3,7,6,0,0,
SMITH,0024,Precinct 0024,2227,328,310,18,0,4,3,6,2,0,3,1,0,0,0,17,0,0,4,7,4,0,3,6,4,1,3,3,0,1,5,7,3,1,0,2,11,4,0,3,15,0,3,13,0,5,14,0,4,15,0,3,15,0,3,14,0,4,14,0,4,0,0,0,0,0,0,0,0,0,0,15,0,3,9,8,0,1,
SMITH,0025,Precinct 0025,2159,22,17,5,0,0,2,1,1,0,1,0,0,0,0,5,0,0,2,0,3,0,0,0,0,0,0,4,0,1,0,0,0,4,0,1,3,2,0,0,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,0,0,0,0,0,0,0,3,0,2,0,0,0,5,0,0,0,
SMITH,0025,Precinct 0025,2159,308,277,31,0,13,8,2,7,0,1,2,0,1,1,27,0,0,7,9,13,0,2,4,7,3,3,13,0,1,4,6,4,15,0,2,22,6,0,3,24,0,7,25,0,6,26,0,5,26,0,5,24,0,7,25,0,6,24,0,7,0,0,0,0,0,0,0,23,0,8,0,0,0,22,8,0,1,
SMITH,0025,Precinct 0025,2159,268,225,43,0,13,9,9,5,0,7,2,4,1,0,34,0,2,16,14,6,0,7,11,15,3,4,4,0,6,12,8,9,6,0,8,30,6,0,7,31,0,12,31,0,12,31,0,12,36,0,7,35,0,8,35,0,8,34,0,9,0,0,0,0,0,0,0,32,0,11,0,0,0,14,25,0,4,
SMITH,0026,Precinct 0026,2867,13,8,5,0,0,3,1,1,0,0,0,0,0,0,5,0,0,2,0,3,0,0,1,2,0,0,2,0,0,1,2,1,1,0,0,1,4,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,3,0,1,
SMITH,0026,Precinct 0026,2867,291,269,22,0,5,5,6,2,0,4,2,1,0,1,18,0,0,7,3,6,0,6,5,5,3,2,3,0,4,1,6,8,2,0,5,14,4,0,4,17,0,5,15,0,7,16,0,6,16,0,6,15,0,7,14,0,8,14,0,8,0,0,0,0,0,0,0,15,0,7,0,0,0,9,9,0,4,
SMITH,0026,Precinct 0026,2867,378,340,38,0,12,2,13,7,0,4,1,1,1,0,35,0,0,13,8,13,0,4,6,11,0,9,9,0,3,7,7,9,11,0,4,28,6,0,4,34,0,4,32,0,6,33,0,5,32,0,6,33,0,5,34,0,4,32,0,6,0,0,0,0,0,0,0,33,0,5,0,0,0,18,16,0,4,
SMITH,0027,Precinct 0027,1929,9,6,3,0,0,0,1,2,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0,0,2,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,0,0,
SMITH,0027,Precinct 0027,1929,150,120,30,0,8,7,5,7,0,3,2,1,0,0,27,0,0,10,6,11,0,3,10,8,2,1,8,0,1,8,5,3,9,0,5,19,4,0,7,21,0,9,20,0,10,21,0,9,21,0,9,22,0,8,22,0,8,23,0,7,0,0,0,0,0,0,0,19,0,11,0,0,0,17,13,0,0,
SMITH,0027,Precinct 0027,1929,158,132,26,0,4,5,10,5,0,2,2,1,0,0,22,0,1,11,6,7,0,2,9,9,1,2,4,0,1,5,5,6,5,0,5,17,5,0,4,21,0,5,22,0,4,22,0,4,22,0,4,21,0,5,20,0,6,22,0,4,0,0,0,0,0,0,0,20,0,6,0,0,0,9,13,0,4,
SMITH,0028,Precinct 0028,4017,20,5,15,0,4,3,7,0,0,1,0,0,0,0,15,0,0,7,2,5,0,1,6,4,1,1,2,0,1,1,3,6,4,0,1,10,4,0,1,14,0,1,13,0,2,14,0,1,14,0,1,14,0,1,14,0,1,14,0,1,0,0,0,0,0,0,0,14,0,1,0,0,0,5,10,0,0,
SMITH,0028,Precinct 0028,4017,586,531,55,0,20,18,9,5,0,3,4,1,1,2,46,0,1,20,15,17,0,3,18,13,2,7,12,0,3,12,8,20,12,0,3,46,5,0,4,50,0,5,50,0,5,50,0,5,48,0,7,48,0,7,49,0,6,49,0,6,0,0,0,0,0,0,0,48,0,7,0,0,0,26,27,0,2,
SMITH,0028,Precinct 0028,4017,335,307,28,0,14,6,5,3,0,0,3,1,0,1,23,0,0,12,10,5,0,1,16,4,1,3,4,0,0,4,8,9,5,0,2,21,4,0,3,26,0,2,25,0,3,26,0,2,24,0,4,25,0,3,24,0,4,25,0,3,0,0,0,0,0,0,0,24,0,4,0,0,0,8,19,0,1,
SMITH,0029,Precinct 0029,1990,13,5,8,0,1,2,5,0,0,0,1,0,0,0,7,0,0,2,1,4,0,1,0,0,1,7,0,0,0,1,2,2,3,0,0,5,2,0,1,6,0,2,7,0,1,7,0,1,7,0,1,6,0,2,7,0,1,6,0,2,0,0,0,0,0,0,0,6,0,2,0,0,0,4,4,0,0,
SMITH,0029,Precinct 0029,1990,108,96,12,0,5,0,2,3,0,2,1,1,0,0,10,0,0,4,3,3,0,2,2,6,2,2,0,0,0,1,6,1,1,0,3,8,0,0,4,7,0,5,8,0,4,7,0,5,7,0,5,7,0,5,8,0,4,7,0,5,0,0,0,0,0,0,0,5,0,7,0,0,0,1,10,0,1,
SMITH,0029,Precinct 0029,1990,251,227,24,1,8,4,6,2,0,4,2,2,1,1,17,0,1,8,5,8,0,3,5,6,2,3,5,0,3,2,5,10,3,0,4,18,2,0,4,21,0,3,18,0,6,17,0,7,18,0,6,19,0,5,19,0,5,19,0,5,0,0,0,0,0,0,0,18,0,6,0,0,0,14,9,0,1,
SMITH,0030,Precinct 0030,4517,20,14,6,0,0,0,4,1,0,1,0,0,0,0,6,0,0,1,0,4,0,1,0,3,0,1,2,0,0,0,1,2,3,0,0,4,2,0,0,6,0,0,6,0,0,6,0,0,6,0,0,5,0,1,6,0,0,5,0,1,0,0,0,0,0,0,0,5,0,1,0,0,0,2,4,0,0,
SMITH,0030,Precinct 0030,4517,585,540,45,0,17,6,12,5,0,5,3,1,0,3,38,0,0,14,9,18,0,4,8,9,1,9,12,0,6,16,12,7,7,0,3,33,7,0,5,38,0,7,33,0,12,39,0,6,37,0,8,37,0,8,35,0,10,35,0,10,0,0,0,0,0,0,0,35,0,10,0,0,0,26,17,0,2,
SMITH,0030,Precinct 0030,4517,356,314,42,0,16,6,10,7,0,3,4,1,2,0,35,0,0,16,12,11,0,3,9,14,6,2,9,0,2,11,12,12,4,0,3,33,6,0,3,35,0,7,36,0,6,39,0,3,37,0,5,37,0,5,34,0,8,36,0,6,0,0,0,0,0,0,0,36,0,6,0,0,0,16,23,0,3,
SMITH,0031,Precinct 0031,3579,20,14,6,0,1,3,0,2,0,0,1,0,0,0,5,0,0,0,2,4,0,0,0,0,0,1,5,0,0,0,0,1,5,0,0,0,6,0,0,6,0,0,5,0,1,6,0,0,5,0,1,5,0,1,6,0,0,5,0,1,0,0,0,0,0,0,0,5,0,1,0,0,0,1,4,0,1,
SMITH,0031,Precinct 0031,3579,483,453,30,0,8,5,7,8,0,2,0,0,0,0,29,0,1,13,3,12,0,2,5,9,2,5,7,0,2,6,9,5,7,0,3,21,6,0,3,27,0,3,26,0,4,26,0,4,26,0,4,26,0,4,26,0,4,26,0,4,0,0,0,0,0,0,0,25,0,5,0,0,0,15,15,0,0,
SMITH,0031,Precinct 0031,3579,462,436,26,0,11,3,5,5,0,2,2,1,0,1,22,0,0,13,6,6,0,1,6,9,1,4,4,0,2,8,10,3,3,0,2,19,5,0,2,22,0,4,24,0,2,24,0,2,25,0,1,24,0,2,24,0,2,23,0,3,0,0,0,0,0,0,0,24,0,2,0,0,0,6,20,0,0,
SMITH,0032,Precinct 0032,936,9,4,5,0,1,3,1,0,0,0,0,0,0,0,5,0,0,2,1,2,0,0,0,1,0,1,2,0,1,2,1,1,1,0,0,5,0,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,3,0,0,
SMITH,0032,Precinct 0032,936,205,167,38,0,13,6,10,7,0,2,8,2,0,0,28,0,0,14,7,14,0,3,9,9,3,8,8,0,1,6,6,15,7,0,4,32,4,0,2,26,0,12,28,0,10,27,0,11,25,0,13,26,0,12,26,0,12,24,0,14,0,0,0,0,0,0,0,0,0,0,28,0,10,20,17,0,1,
SMITH,0032,Precinct 0032,936,84,63,21,0,12,3,5,1,0,0,0,2,0,0,19,0,0,8,7,4,0,2,5,10,1,3,2,0,0,4,8,6,2,0,1,17,1,0,3,18,0,3,17,0,4,18,0,3,18,0,3,19,0,2,17,0,4,17,0,4,0,0,0,0,0,0,0,0,0,0,20,0,1,9,11,0,1,
SMITH,0033,Precinct 0033,726,12,9,3,0,1,0,0,2,0,0,0,0,0,0,3,0,0,1,1,1,0,0,1,0,0,0,2,0,0,1,1,0,1,0,0,2,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,
SMITH,0033,Precinct 0033,726,100,92,8,0,3,0,1,1,0,3,0,0,1,0,6,0,1,2,2,3,0,1,0,2,1,0,3,0,2,0,0,3,1,0,4,3,1,0,4,5,0,3,5,0,3,5,0,3,5,0,3,5,0,3,5,0,3,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,
SMITH,0033,Precinct 0033,726,85,69,16,0,8,0,5,1,0,2,1,0,0,0,15,0,0,5,6,2,0,3,5,2,3,1,2,0,3,2,2,7,1,0,4,11,2,0,3,13,0,3,13,0,3,13,0,3,14,0,2,13,0,3,14,0,2,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,1,
SMITH,0034,Precinct 0034,1205,19,0,19,0,7,3,3,3,0,3,0,0,0,0,19,0,0,5,5,7,0,2,6,3,0,2,7,0,1,4,0,7,6,0,2,15,2,0,2,16,0,3,16,0,3,16,0,3,16,0,3,16,0,3,15,0,4,15,0,4,17,0,2,9,9,0,1,0,0,0,0,0,0,12,6,0,1,
SMITH,0034,Precinct 0034,1205,191,44,147,0,80,13,36,4,0,14,10,2,0,0,129,0,6,49,37,42,0,19,63,30,6,20,12,0,16,25,25,62,15,0,20,105,21,0,21,108,0,39,108,0,39,115,0,32,114,0,33,110,0,37,109,0,38,106,0,41,136,0,11,102,41,0,4,0,0,0,0,0,0,67,67,0,13,
SMITH,0034,Precinct 0034,1205,95,29,66,0,27,11,15,4,0,9,7,3,1,0,47,0,8,20,13,20,0,13,26,17,2,12,1,0,8,10,17,16,4,0,19,40,10,0,16,42,0,24,43,0,23,46,0,20,48,0,18,45,0,21,44,0,22,44,0,22,58,0,8,47,17,0,2,0,0,0,0,0,0,21,37,0,8,
SMITH,0035,Precinct 0035,2738,42,11,31,0,11,2,9,3,0,6,2,0,0,0,28,1,0,8,11,5,0,7,12,9,0,0,1,0,9,3,11,6,3,0,8,20,3,0,8,26,0,5,26,0,5,26,0,5,26,0,5,26,0,5,26,0,5,26,0,5,26,0,5,19,8,0,4,0,0,0,0,0,0,16,13,0,2,
SMITH,0035,Precinct 0035,2738,277,138,139,0,54,21,28,7,0,29,5,5,1,3,117,0,8,43,38,31,0,27,40,42,8,16,13,0,20,22,32,37,15,0,33,98,10,0,31,94,0,45,90,0,49,94,0,45,100,0,39,93,0,46,100,0,39,96,0,43,122,0,17,69,61,0,9,0,0,0,0,0,0,66,62,0,11,
SMITH,0035,Precinct 0035,2738,215,104,111,0,48,16,26,7,0,14,13,5,0,1,92,0,0,44,37,16,0,14,42,30,9,11,5,0,14,16,25,31,17,0,22,83,10,0,18,88,0,23,86,0,25,85,0,26,86,0,25,93,0,18,91,0,20,87,0,24,100,0,11,66,41,0,4,0,0,0,0,0,0,49,53,0,9,
SMITH,0036,Precinct 0036,3153,31,4,27,0,8,0,10,4,0,5,1,0,0,0,26,0,0,7,12,3,0,5,9,9,0,4,1,0,4,3,7,11,0,0,6,21,1,0,5,20,0,7,19,0,8,20,0,7,19,0,8,19,0,8,20,0,7,20,0,7,27,0,0,11,16,0,0,0,0,0,0,0,0,7,18,0,2,
SMITH,0036,Precinct 0036,3153,245,43,202,0,88,22,38,14,0,40,16,12,3,2,159,0,10,57,58,44,0,43,48,59,6,24,23,0,42,17,40,74,19,0,52,124,25,0,53,131,0,71,123,0,79,134,0,68,125,0,77,128,0,74,131,0,71,125,0,77,173,0,29,119,77,0,6,0,0,0,0,0,0,83,100,0,19,
SMITH,0036,Precinct 0036,3153,144,51,93,0,48,9,18,5,0,13,6,6,0,0,75,0,6,33,22,26,0,12,26,28,6,16,6,0,11,12,26,27,11,0,17,58,11,0,24,66,0,27,66,0,27,66,0,27,73,0,20,72,0,21,72,0,21,70,0,23,81,0,12,50,39,0,4,0,0,0,0,0,0,31,59,0,3,
SMITH,0037,Precinct 0037,1791,9,7,2,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
SMITH,0037,Precinct 0037,1791,343,319,24,0,7,4,4,5,0,4,2,0,0,0,22,0,0,9,6,8,0,1,5,9,0,0,9,0,1,4,4,6,8,0,2,22,0,0,2,18,0,6,20,0,4,23,0,1,20,0,4,21,0,3,21,0,3,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,0,1,
SMITH,0037,Precinct 0037,1791,217,197,20,0,7,1,2,7,0,3,1,1,0,0,17,0,1,4,5,7,0,4,3,6,3,1,3,0,4,6,2,5,2,0,5,14,2,0,4,16,0,4,16,0,4,15,0,5,17,0,3,17,0,3,18,0,2,16,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,0,1,
SMITH,0038,Precinct 0038,2575,30,17,13,0,3,4,2,3,0,1,0,0,0,0,13,0,0,4,4,4,0,1,1,5,0,4,3,0,0,3,1,2,4,0,3,9,1,0,3,8,0,5,9,0,4,9,0,4,9,0,4,10,0,3,10,0,3,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,3,
SMITH,0038,Precinct 0038,2575,338,292,46,0,19,4,6,12,0,5,1,0,0,0,45,0,0,14,11,18,0,3,7,15,6,9,8,0,1,13,14,9,7,0,3,34,9,0,3,40,0,6,37,0,9,39,0,7,38,0,8,40,0,6,38,0,8,38,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,14,29,0,3,
SMITH,0038,Precinct 0038,2575,206,166,40,0,13,10,8,5,0,4,1,5,1,0,33,0,0,10,15,13,0,2,9,16,3,5,5,0,2,6,13,9,6,0,6,31,4,0,5,32,0,8,34,0,6,32,0,8,36,0,4,33,0,7,34,0,6,34,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,11,27,0,2,
SMITH,0039,Precinct 0039,361,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,
SMITH,0039,Precinct 0039,361,63,24,39,0,17,5,11,3,0,3,1,1,0,0,35,0,2,18,7,11,0,3,16,12,0,5,5,0,1,4,10,17,6,0,2,28,8,0,3,35,0,4,33,0,6,33,0,6,34,0,5,30,0,9,33,0,6,33,0,6,33,0,6,21,17,0,1,0,0,0,0,0,0,20,16,0,3,
SMITH,0039,Precinct 0039,361,30,18,12,0,7,1,3,0,0,1,1,1,1,0,9,0,0,0,8,4,0,0,2,4,4,0,1,0,1,0,4,1,3,0,4,9,2,0,1,9,0,3,9,0,3,8,0,4,9,0,3,9,0,3,9,0,3,9,0,3,11,0,1,9,2,0,1,0,0,0,0,0,0,2,9,0,1,
SMITH,0040,Precinct 0040,4208,34,21,13,0,3,0,1,9,0,0,0,2,0,0,11,0,0,2,1,10,0,0,3,2,0,0,8,0,0,4,2,2,5,0,0,9,4,0,0,11,0,2,11,0,2,10,0,3,11,0,2,11,0,2,11,0,2,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,
SMITH,0040,Precinct 0040,4208,735,656,79,0,24,9,12,20,0,14,2,2,0,0,73,0,2,24,25,20,0,10,19,16,5,11,16,0,12,18,16,22,11,0,12,58,7,0,14,56,0,23,59,0,20,62,0,17,64,0,15,60,0,19,59,0,20,63,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,39,32,0,8,
SMITH,0040,Precinct 0040,4208,537,483,54,0,17,15,11,8,0,3,3,2,0,0,49,0,0,17,18,13,0,6,8,20,3,8,12,0,3,11,16,15,5,0,7,35,12,0,7,44,0,10,45,0,9,46,0,8,46,0,8,46,0,8,45,0,9,46,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,21,30,0,3,
SMITH,0041,Precinct 0041,4410,24,18,6,0,1,2,2,0,0,1,0,0,0,0,6,0,0,0,3,2,0,1,3,0,0,0,2,0,1,0,0,2,2,1,1,1,4,0,1,5,0,1,5,0,1,4,0,2,4,0,2,4,0,2,5,0,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,
SMITH,0041,Precinct 0041,4410,447,399,48,1,18,2,9,11,0,8,2,1,0,0,44,0,1,8,16,18,0,6,14,15,3,5,6,0,5,10,14,12,5,0,7,40,3,0,5,41,0,7,39,0,9,41,0,7,42,0,6,38,0,10,41,0,7,38,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,19,24,0,5,
SMITH,0041,Precinct 0041,4410,645,620,25,0,6,5,7,5,0,2,1,3,0,0,20,0,1,7,8,5,0,5,4,9,2,2,3,0,5,6,2,5,7,0,5,19,0,0,6,21,0,4,20,0,5,22,0,3,22,0,3,22,0,3,22,0,3,21,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,0,2,
SMITH,0042,Precinct 0042,4095,39,16,23,0,6,4,8,5,0,0,1,0,0,0,22,0,0,4,5,14,0,0,3,7,1,0,12,0,0,3,4,7,8,0,1,20,1,0,2,22,0,1,21,0,2,20,0,3,22,0,1,21,0,2,21,0,2,21,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,0,0,
SMITH,0042,Precinct 0042,4095,843,762,81,0,28,12,23,13,0,5,2,2,0,0,76,0,1,24,26,24,0,7,22,22,4,17,13,0,3,19,18,22,15,0,7,66,9,0,6,66,0,15,66,0,15,71,0,10,66,0,15,67,0,14,68,0,13,65,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,33,45,0,3,
SMITH,0042,Precinct 0042,4095,448,400,48,0,21,7,10,7,0,3,6,2,1,0,39,0,0,15,19,10,0,4,15,14,8,3,3,0,5,10,14,13,5,0,6,35,8,0,5,40,0,8,40,0,8,41,0,7,41,0,7,41,0,7,42,0,6,41,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,20,28,0,0,
SMITH,0043,Precinct 0043,1398,17,10,7,0,1,4,0,1,0,1,0,0,0,0,7,0,0,1,0,6,0,0,0,2,0,2,3,0,0,1,0,0,6,0,0,7,0,0,0,7,0,0,7,0,0,7,0,0,7,0,0,7,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,
SMITH,0043,Precinct 0043,1398,210,177,33,0,10,9,1,7,0,6,1,0,0,0,32,0,0,11,4,11,0,7,11,8,0,2,8,0,4,7,11,3,8,0,4,21,6,0,6,24,0,9,24,0,9,23,0,10,26,0,7,24,0,9,23,0,10,24,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,0,2,
SMITH,0043,Precinct 0043,1398,127,107,20,0,7,4,5,2,0,2,0,0,1,0,19,0,0,5,7,5,0,3,3,8,2,1,4,0,2,7,3,0,7,0,3,15,2,0,3,17,0,3,18,0,2,19,0,1,17,0,3,16,0,4,16,0,4,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,2,
SMITH,0044,Precinct 0044,4142,21,6,15,0,2,6,3,3,1,0,1,1,0,0,13,0,0,2,7,6,0,0,4,6,0,0,4,0,1,4,2,2,7,0,0,13,2,0,0,15,0,0,15,0,0,15,0,0,15,0,0,15,0,0,15,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,
SMITH,0044,Precinct 0044,4142,481,321,160,0,69,19,39,13,0,20,8,3,2,2,144,0,1,53,43,50,0,14,56,50,7,22,9,0,16,26,34,59,12,0,29,113,26,0,21,123,0,37,120,0,40,121,0,39,115,0,45,118,0,42,116,0,44,115,0,45,146,0,14,0,0,0,0,0,0,0,0,0,0,72,67,0,21,
SMITH,0044,Precinct 0044,4142,356,258,98,0,53,15,17,8,0,5,14,4,1,3,73,0,3,34,29,26,0,9,32,25,9,16,8,0,8,16,24,33,14,0,11,64,21,0,13,80,0,18,79,0,19,80,0,18,77,0,21,82,0,16,79,0,19,79,0,19,88,0,10,0,0,0,0,0,0,0,0,0,0,36,58,0,4,
SMITH,0045,Precinct 0045,2002,8,3,5,0,4,0,1,0,0,0,1,0,0,0,4,0,0,1,0,4,0,0,1,0,0,0,4,0,0,0,0,0,5,0,0,5,0,0,0,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,1,4,0,0,
SMITH,0045,Precinct 0045,2002,338,302,36,0,19,5,2,6,0,4,1,4,0,0,30,0,1,15,8,10,0,3,10,12,0,4,5,0,5,8,8,8,5,0,7,29,1,0,6,29,0,7,28,0,8,27,0,9,28,0,8,28,0,8,28,0,8,27,0,9,0,0,0,0,0,0,0,27,0,9,0,0,0,11,22,0,3,
SMITH,0045,Precinct 0045,2002,237,223,14,0,5,2,1,5,0,1,1,2,0,1,10,0,0,4,4,6,0,0,2,4,2,2,4,0,0,3,4,4,2,0,1,8,5,0,1,12,0,2,12,0,2,12,0,2,12,0,2,12,0,2,12,0,2,12,0,2,0,0,0,0,0,0,0,12,0,2,0,0,0,6,7,0,1,
SMITH,0046,Precinct 0046,1200,13,1,12,0,4,1,4,3,0,0,1,0,0,1,10,0,0,4,5,3,0,0,1,3,0,5,3,0,0,3,3,4,2,0,0,8,4,0,0,11,0,1,12,0,0,11,0,1,12,0,0,12,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,9,3,0,0,
SMITH,0046,Precinct 0046,1200,95,72,23,0,9,4,3,2,0,5,1,1,0,0,20,0,1,6,6,8,0,3,9,5,0,6,1,0,2,2,6,10,3,0,2,18,3,0,2,18,0,5,15,0,8,16,0,7,14,0,9,17,0,6,15,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,5,15,5,0,3,
